Data,Abertura,Máxima,Mínima,Fechamento
2021-07-07,127600,127615,127580,127590
2021-07-07,127610,127635,127585,127600
2021-07-07,127580,127610,127580,127610
2021-07-07,127610,127610,127575,127580
2021-07-07,127610,127630,127590,127610
2021-07-07,127590,127620,127565,127605
2021-07-07,127605,127615,127560,127585
2021-07-07,127610,127630,127600,127605
2021-07-07,127625,127645,127605,127610
2021-07-07,127615,127640,127595,127625
2021-07-07,127595,127630,127585,127610
2021-07-07,127635,127660,127580,127600
2021-07-07,127660,127660,127610,127635
2021-07-07,127670,127675,127645,127655
2021-07-07,127600,127685,127590,127670
2021-07-07,127510,127630,127500,127595
2021-07-07,127505,127555,127495,127515
2021-07-07,127515,127530,127495,127500
2021-07-07,127470,127520,127460,127515
2021-07-07,127475,127500,127465,127465
2021-07-07,127510,127540,127470,127475
2021-07-07,127625,127630,127500,127515
2021-07-07,127615,127650,127610,127630
2021-07-07,127615,127625,127580,127620
2021-07-07,127620,127630,127595,127615
2021-07-07,127585,127640,127580,127620
2021-07-07,127545,127595,127540,127590
2021-07-07,127505,127555,127500,127550
2021-07-07,127525,127575,127500,127510
2021-07-07,127510,127540,127500,127525
2021-07-07,127555,127565,127500,127510
2021-07-07,127495,127560,127490,127560
2021-07-07,127485,127515,127470,127495
2021-07-07,127410,127490,127410,127480
2021-07-07,127405,127420,127385,127410
2021-07-07,127415,127435,127390,127410
2021-07-07,127430,127495,127410,127420
2021-07-07,127435,127440,127405,127435
2021-07-07,127430,127470,127410,127435
2021-07-07,127420,127435,127385,127435
2021-07-07,127420,127440,127400,127415
2021-07-07,127495,127505,127420,127420
2021-07-07,127500,127510,127460,127495
2021-07-07,127500,127515,127470,127505
2021-07-07,127500,127505,127470,127505
2021-07-07,127445,127510,127445,127500
2021-07-07,127470,127485,127425,127445
2021-07-07,127475,127495,127450,127470
2021-07-07,127460,127485,127455,127475
2021-07-07,127500,127510,127450,127460
2021-07-07,127510,127515,127475,127500
2021-07-07,127550,127560,127500,127515
2021-07-07,127565,127575,127535,127555
2021-07-07,127520,127600,127515,127565
2021-07-07,127475,127525,127470,127515
2021-07-07,127530,127540,127465,127475
2021-07-07,127600,127605,127505,127530
2021-07-07,127590,127620,127575,127595
2021-07-07,127600,127635,127585,127585
2021-07-07,127600,127600,127560,127600
2021-07-07,127570,127630,127560,127600
2021-07-07,127590,127600,127540,127575
2021-07-07,127610,127665,127580,127590
2021-07-07,127635,127655,127610,127615
2021-07-07,127660,127695,127620,127635
2021-07-07,127680,127695,127650,127665
2021-07-07,127735,127735,127660,127680
2021-07-07,127700,127745,127685,127735
2021-07-07,127700,127720,127680,127695
2021-07-07,127620,127710,127620,127705
2021-07-07,127610,127650,127600,127620
2021-07-07,127625,127645,127600,127615
2021-07-07,127630,127645,127600,127625
2021-07-07,127655,127675,127620,127630
2021-07-07,127585,127670,127560,127650
2021-07-07,127560,127620,127555,127585
2021-07-07,127615,127645,127540,127560
2021-07-07,127605,127660,127590,127620
2021-07-07,127555,127605,127520,127605
2021-07-07,127565,127600,127520,127550
2021-07-07,127550,127610,127520,127565
2021-07-07,127600,127605,127515,127550
2021-07-07,127570,127645,127535,127605
2021-07-07,127510,127590,127500,127570
2021-07-07,127510,127580,127500,127510
2021-07-07,127340,127515,127335,127510
2021-07-07,127395,127420,127240,127340
2021-07-07,127380,127405,127375,127395
2021-07-07,127400,127400,127360,127380
2021-07-07,127425,127455,127380,127400
2021-07-07,127390,127430,127380,127425
2021-07-07,127405,127405,127370,127390
2021-07-07,127415,127430,127365,127405
2021-07-07,127375,127420,127340,127410
2021-07-07,127390,127450,127370,127370
2021-07-07,127385,127400,127375,127390
2021-07-07,127390,127395,127365,127385
2021-07-07,127390,127405,127375,127390
2021-07-07,127355,127395,127340,127390
2021-07-07,127355,127360,127325,127355
2021-07-07,127355,127380,127345,127360
2021-07-07,127385,127405,127345,127350
2021-07-07,127355,127390,127350,127385
2021-07-07,127375,127380,127345,127360
2021-07-07,127435,127455,127355,127375
2021-07-07,127400,127450,127385,127440
2021-07-07,127330,127405,127310,127405
2021-07-07,127345,127355,127305,127330
2021-07-07,127340,127370,127320,127340
2021-07-07,127300,127365,127290,127340
2021-07-07,127215,127310,127210,127305
2021-07-07,127190,127220,127170,127215
2021-07-07,127185,127200,127155,127190
2021-07-07,127175,127200,127155,127180
2021-07-07,127150,127185,127140,127180
2021-07-07,127120,127165,127100,127150
2021-07-07,127105,127165,127060,127120
2021-07-07,127085,127115,127060,127100
2021-07-07,127085,127085,127055,127085
2021-07-07,127085,127105,127070,127085
2021-07-07,127085,127115,127065,127085
2021-07-07,127065,127090,127045,127085
2021-07-07,127075,127075,127045,127065
2021-07-07,127080,127090,127055,127075
2021-07-07,127080,127095,127070,127080
2021-07-07,127090,127100,127060,127085
2021-07-07,127120,127130,127080,127090
2021-07-07,127115,127140,127100,127120
2021-07-07,127125,127135,127095,127115
2021-07-07,127150,127155,127100,127125
2021-07-07,127145,127175,127140,127150
2021-07-07,127160,127160,127120,127150
2021-07-07,127145,127185,127130,127155
2021-07-07,127190,127210,127145,127145
2021-07-07,127155,127205,127140,127190
2021-07-07,127120,127160,127120,127155
2021-07-07,127175,127200,127115,127120
2021-07-07,127200,127205,127150,127175
2021-07-07,127215,127225,127180,127200
2021-07-07,127265,127275,127210,127215
2021-07-07,127255,127280,127235,127260
2021-07-07,127270,127330,127250,127250
2021-07-07,127265,127305,127260,127265
2021-07-07,127265,127295,127245,127260
2021-07-07,127275,127290,127255,127260
2021-07-07,127280,127290,127235,127270
2021-07-07,127175,127315,127175,127285
2021-07-07,127200,127215,127155,127180
2021-07-07,127175,127215,127155,127200
2021-07-07,127195,127225,127150,127180
2021-07-07,127225,127240,127170,127195
2021-07-07,127220,127260,127205,127225
2021-07-07,127145,127265,127135,127225
2021-07-07,127135,127200,127120,127150
2021-07-07,127175,127185,127090,127130
2021-07-07,127110,127185,127110,127175
2021-07-07,127040,127185,127010,127115
2021-07-07,126950,127050,126945,127045
2021-07-07,126865,126965,126865,126950
2021-07-07,126875,126880,126810,126870
2021-07-07,126880,126935,126875,126875
2021-07-07,126900,126925,126875,126880
2021-07-07,126910,126925,126890,126905
2021-07-07,126905,126935,126885,126915
2021-07-07,126930,126985,126890,126910
2021-07-07,126860,126940,126855,126935
2021-07-07,126845,126885,126835,126860
2021-07-07,126815,126865,126810,126845
2021-07-07,126805,126830,126775,126815
2021-07-07,126745,126815,126720,126800
2021-07-07,126740,126760,126720,126750
2021-07-07,126685,126785,126660,126740
2021-07-07,126685,126720,126665,126680
2021-07-07,126745,126750,126680,126685
2021-07-07,126775,126775,126715,126750
2021-07-07,126785,126800,126760,126770
2021-07-07,126775,126815,126760,126785
2021-07-07,126835,126855,126770,126780
2021-07-07,126800,126865,126795,126835
2021-07-07,126760,126825,126755,126805
2021-07-07,126760,126780,126735,126760
2021-07-07,126775,126810,126745,126755
2021-07-07,126775,126785,126750,126775
2021-07-07,126790,126825,126770,126770
2021-07-07,126780,126835,126760,126790
2021-07-07,126810,126820,126760,126775
2021-07-07,126810,126845,126805,126805
2021-07-07,126825,126850,126810,126810
2021-07-07,126805,126825,126785,126825
2021-07-07,126810,126850,126790,126805
2021-07-07,126815,126825,126785,126810
2021-07-07,126800,126840,126775,126815
2021-07-07,126775,126825,126750,126805
2021-07-07,126780,126790,126750,126770
2021-07-07,126775,126800,126755,126780
2021-07-07,126770,126800,126765,126775
2021-07-07,126730,126840,126720,126765
2021-07-07,126695,126730,126680,126730
2021-07-07,126650,126720,126630,126700
2021-07-07,126645,126665,126615,126655
2021-07-07,126650,126670,126610,126645
2021-07-07,126620,126660,126590,126650
2021-07-07,126685,126700,126610,126615
2021-07-07,126675,126700,126660,126685
2021-07-07,126705,126730,126665,126680
2021-07-07,126725,126745,126695,126710
2021-07-07,126770,126790,126690,126725
2021-07-07,126790,126810,126760,126770
2021-07-07,126740,126790,126735,126790
2021-07-07,126710,126765,126695,126735
2021-07-07,126710,126720,126645,126710
2021-07-07,126725,126740,126695,126705
2021-07-07,126825,126830,126710,126730
2021-07-07,126860,126870,126820,126825
2021-07-07,126920,126930,126855,126860
2021-07-07,126930,126970,126910,126925
2021-07-07,126865,126960,126860,126930
2021-07-07,126850,126880,126830,126865
2021-07-07,126870,126885,126830,126850
2021-07-07,126810,126930,126805,126870
2021-07-07,126755,126810,126745,126810
2021-07-07,126775,126780,126730,126755
2021-07-07,126775,126800,126760,126775
2021-07-07,126800,126820,126760,126775
2021-07-07,126775,126805,126750,126800
2021-07-07,126825,126850,126765,126775
2021-07-07,126820,126860,126810,126825
2021-07-07,126770,126825,126740,126820
2021-07-07,126800,126820,126750,126775
2021-07-07,126810,126840,126785,126800
2021-07-07,126750,126820,126735,126810
2021-07-07,126655,126775,126655,126750
2021-07-07,126675,126680,126630,126655
2021-07-07,126720,126725,126640,126670
2021-07-07,126695,126745,126685,126715
2021-07-07,126665,126710,126645,126695
2021-07-07,126675,126680,126630,126670
2021-07-07,126680,126715,126670,126675
2021-07-07,126665,126685,126650,126685
2021-07-07,126630,126675,126625,126660
2021-07-07,126610,126655,126605,126630
2021-07-07,126525,126650,126515,126615
2021-07-07,126495,126530,126445,126525
2021-07-07,126470,126545,126470,126490
2021-07-07,126450,126490,126430,126470
2021-07-07,126405,126495,126405,126455
2021-07-07,126390,126415,126360,126410
2021-07-07,126410,126450,126365,126390
2021-07-07,126365,126420,126355,126405
2021-07-07,126365,126450,126360,126360
2021-07-07,126345,126395,126325,126365
2021-07-07,126360,126375,126305,126345
2021-07-07,126365,126395,126350,126360
2021-07-07,126470,126495,126350,126365
2021-07-07,126485,126495,126455,126470
2021-07-07,126485,126520,126465,126485
2021-07-07,126415,126500,126410,126480
2021-07-07,126445,126460,126370,126415
2021-07-07,126405,126450,126385,126440
2021-07-07,126440,126480,126385,126405
2021-07-07,126460,126485,126430,126440
2021-07-07,126355,126465,126330,126460
2021-07-07,126370,126395,126335,126355
2021-07-07,126285,126380,126285,126370
2021-07-07,126305,126320,126270,126285
2021-07-07,126280,126330,126235,126300
2021-07-07,126215,126280,126180,126275
2021-07-07,126165,126220,126120,126220
2021-07-07,126215,126215,126160,126165
2021-07-07,126220,126255,126195,126210
2021-07-07,126200,126225,126170,126220
2021-07-07,126155,126220,126145,126200
2021-07-07,126170,126175,126145,126155
2021-07-07,126140,126170,126125,126170
2021-07-07,126115,126155,126100,126135
2021-07-07,126020,126130,126015,126110
2021-07-07,126055,126075,126010,126020
2021-07-07,125990,126080,125960,126050
2021-07-07,125990,126065,125985,125990
2021-07-07,125970,125995,125915,125985
2021-07-07,125900,125985,125890,125970
2021-07-07,125895,125925,125845,125905
2021-07-07,125945,125950,125880,125900
2021-07-07,125900,125950,125900,125945
2021-07-07,125830,125920,125800,125900
2021-07-07,125775,125845,125740,125835
2021-07-07,125785,125830,125750,125775
2021-07-07,125785,125825,125735,125780
2021-07-07,125825,125850,125750,125790
2021-07-07,125855,125890,125820,125820
2021-07-07,125770,125870,125720,125860
2021-07-07,125715,125800,125700,125765
2021-07-07,125715,125780,125710,125720
2021-07-07,125750,125790,125670,125715
2021-07-07,125805,125825,125735,125750
2021-07-07,125810,125865,125795,125805
2021-07-07,125925,125970,125775,125805
2021-07-07,126035,126045,125920,125925
2021-07-07,126045,126055,126000,126030
2021-07-07,126040,126070,126030,126045
2021-07-07,126035,126050,126000,126040
2021-07-07,126010,126075,125985,126035
2021-07-07,126060,126085,125995,126010
2021-07-07,126000,126075,125970,126055
2021-07-07,126045,126075,125945,126005
2021-07-07,126045,126080,126020,126045
2021-07-07,126025,126080,126010,126050
2021-07-07,125950,126050,125910,126025
2021-07-07,125905,125960,125860,125950
2021-07-07,125920,125965,125860,125905
2021-07-07,126060,126065,125905,125920
2021-07-07,126120,126125,126030,126065
2021-07-07,126155,126165,126105,126120
2021-07-07,126195,126225,126125,126155
2021-07-07,126200,126210,126125,126190
2021-07-07,126225,126265,126180,126200
2021-07-07,126185,126245,126165,126220
2021-07-07,126240,126280,126180,126190
2021-07-07,126250,126315,126220,126240
2021-07-07,126320,126330,126195,126250
2021-07-07,126365,126380,126300,126325
2021-07-07,126310,126420,126280,126365
2021-07-07,126410,126435,126275,126310
2021-07-07,126425,126440,126390,126410
2021-07-07,126445,126470,126390,126420
2021-07-07,126415,126455,126375,126450
2021-07-07,126485,126500,126395,126415
2021-07-07,126565,126570,126440,126485
2021-07-07,126620,126655,126540,126560
2021-07-07,126615,126670,126590,126625
2021-07-07,126620,126645,126590,126615
2021-07-07,126545,126680,126540,126620
2021-07-07,126490,126550,126465,126540
2021-07-07,126480,126525,126435,126490
2021-07-07,126435,126495,126390,126485
2021-07-07,126365,126475,126365,126435
2021-07-07,126345,126385,126270,126370
2021-07-07,126400,126405,126340,126340
2021-07-07,126485,126575,126390,126395
2021-07-07,126375,126495,126350,126490
2021-07-07,126345,126390,126325,126375
2021-07-07,126390,126405,126270,126345
2021-07-07,126360,126420,126325,126390
2021-07-07,126395,126445,126335,126360
2021-07-07,126415,126420,126310,126395
2021-07-07,126370,126480,126350,126410
2021-07-07,126395,126430,126315,126370
2021-07-07,126435,126455,126375,126395
2021-07-07,126535,126540,126370,126430
2021-07-07,126610,126610,126485,126535
2021-07-07,126585,126665,126570,126610
2021-07-07,126500,126600,126500,126585
2021-07-07,126470,126550,126465,126500
2021-07-07,126415,126510,126390,126475
2021-07-07,126420,126430,126345,126410
2021-07-07,126545,126550,126390,126415
2021-07-07,126550,126625,126505,126540
2021-07-07,126635,126665,126535,126550
2021-07-07,126660,126665,126610,126635
2021-07-07,126690,126695,126625,126665
2021-07-07,126690,126705,126680,126685
2021-07-07,126690,126705,126655,126695
2021-07-07,126635,126695,126625,126690
2021-07-07,126635,126685,126625,126635
2021-07-07,126660,126670,126590,126635
2021-07-07,126750,126785,126640,126665
2021-07-07,126755,126830,126725,126750
2021-07-07,126700,126765,126690,126760
2021-07-07,126670,126720,126655,126705
2021-07-07,126625,126685,126620,126670
2021-07-07,126635,126670,126610,126625
2021-07-07,126570,126695,126550,126640
2021-07-07,126580,126625,126570,126570
2021-07-07,126585,126630,126570,126580
2021-07-07,126625,126640,126565,126585
2021-07-07,126725,126730,126600,126630
2021-07-07,126765,126770,126705,126730
2021-07-07,126860,126865,126760,126770
2021-07-07,126910,126930,126855,126860
2021-07-07,126895,126940,126885,126905
2021-07-07,126845,126930,126835,126895
2021-07-07,126830,126895,126800,126845
2021-07-07,126765,126840,126740,126830
2021-07-07,126785,126815,126745,126765
2021-07-07,126775,126820,126725,126785
2021-07-07,126765,126865,126755,126770
2021-07-07,126625,126805,126625,126765
2021-07-07,126630,126655,126620,126625
2021-07-07,126685,126690,126630,126635
2021-07-07,126690,126700,126650,126690
2021-07-07,126700,126710,126680,126685
2021-07-07,126665,126735,126655,126695
2021-07-07,126665,126695,126620,126660
2021-07-07,126670,126685,126620,126660
2021-07-07,126715,126740,126655,126675
2021-07-07,126680,126730,126645,126715
2021-07-07,126640,126690,126610,126680
2021-07-07,126680,126695,126610,126635
2021-07-07,126720,126735,126680,126685
2021-07-07,126695,126745,126690,126720
2021-07-07,126675,126715,126655,126700
2021-07-07,126740,126750,126670,126670
2021-07-07,126720,126750,126705,126740
2021-07-07,126735,126760,126705,126715
2021-07-07,126710,126755,126670,126735
2021-07-07,126730,126770,126690,126710
2021-07-07,126695,126755,126695,126725
2021-07-07,126720,126735,126670,126695
2021-07-07,126605,126845,126580,126720
2021-07-07,126520,126645,126520,126610
2021-07-07,126490,126540,126490,126525
2021-07-07,126495,126530,126490,126490
2021-07-07,126500,126550,126485,126495
2021-07-07,126530,126535,126480,126495
2021-07-07,126600,126600,126505,126530
2021-07-07,126620,126625,126535,126600
2021-07-07,126635,126650,126610,126620
2021-07-07,126640,126665,126630,126640
2021-07-07,126695,126695,126620,126645
2021-07-07,126700,126725,126680,126690
2021-07-07,126715,126735,126665,126700
2021-07-07,126675,126765,126670,126715
2021-07-07,126640,126700,126625,126675
2021-07-07,126655,126670,126635,126640
2021-07-07,126650,126680,126635,126655
2021-07-07,126585,126680,126580,126650
2021-07-07,126600,126620,126565,126585
2021-07-07,126610,126645,126570,126600
2021-07-07,126625,126650,126605,126610
2021-07-07,126645,126660,126615,126625
2021-07-07,126610,126690,126590,126645
2021-07-07,126655,126670,126605,126605
2021-07-07,126630,126675,126605,126655
2021-07-07,126635,126695,126620,126630
2021-07-07,126660,126680,126615,126635
2021-07-07,126720,126740,126630,126665
2021-07-07,126700,126790,126690,126725
2021-07-07,126665,126720,126660,126700
2021-07-07,126590,126665,126570,126660
2021-07-07,126690,126695,126555,126590
2021-07-07,126605,126725,126600,126695
2021-07-07,126545,126640,126515,126605
2021-07-07,126480,126550,126430,126540
2021-07-07,126415,126520,126385,126480
2021-07-07,126330,126455,126240,126415
2021-07-07,126120,126345,126105,126315
2021-07-07,125980,126150,125900,126120
2021-07-06,125360,125360,125360,125360
2021-07-06,125340,125380,125315,125315
2021-07-06,125340,125365,125300,125340
2021-07-06,125325,125375,125310,125350
2021-07-06,125405,125420,125325,125325
2021-07-06,125485,125500,125405,125415
2021-07-06,125495,125505,125465,125490
2021-07-06,125485,125500,125485,125495
2021-07-06,125510,125510,125480,125490
2021-07-06,125500,125515,125495,125505
2021-07-06,125515,125520,125495,125495
2021-07-06,125495,125525,125490,125510
2021-07-06,125490,125500,125465,125490
2021-07-06,125495,125505,125485,125495
2021-07-06,125490,125505,125480,125495
2021-07-06,125475,125500,125450,125490
2021-07-06,125470,125475,125460,125475
2021-07-06,125455,125480,125450,125470
2021-07-06,125465,125465,125445,125450
2021-07-06,125455,125465,125445,125460
2021-07-06,125490,125490,125435,125455
2021-07-06,125510,125520,125485,125490
2021-07-06,125500,125515,125500,125505
2021-07-06,125525,125530,125485,125500
2021-07-06,125525,125525,125505,125520
2021-07-06,125525,125535,125505,125520
2021-07-06,125545,125550,125510,125525
2021-07-06,125545,125565,125535,125545
2021-07-06,125535,125575,125535,125545
2021-07-06,125535,125560,125530,125535
2021-07-06,125515,125540,125510,125530
2021-07-06,125520,125525,125505,125520
2021-07-06,125555,125565,125500,125520
2021-07-06,125525,125565,125520,125555
2021-07-06,125515,125525,125510,125525
2021-07-06,125515,125530,125505,125515
2021-07-06,125500,125525,125485,125510
2021-07-06,125490,125510,125475,125500
2021-07-06,125525,125535,125485,125495
2021-07-06,125555,125560,125510,125525
2021-07-06,125545,125560,125540,125550
2021-07-06,125570,125575,125530,125540
2021-07-06,125575,125575,125560,125570
2021-07-06,125565,125575,125550,125575
2021-07-06,125540,125570,125530,125560
2021-07-06,125520,125550,125515,125540
2021-07-06,125540,125545,125495,125520
2021-07-06,125530,125555,125530,125540
2021-07-06,125570,125580,125520,125530
2021-07-06,125550,125570,125540,125570
2021-07-06,125515,125560,125510,125550
2021-07-06,125535,125550,125505,125510
2021-07-06,125500,125550,125485,125540
2021-07-06,125495,125510,125480,125495
2021-07-06,125500,125515,125480,125495
2021-07-06,125470,125510,125465,125500
2021-07-06,125505,125515,125455,125470
2021-07-06,125540,125550,125500,125505
2021-07-06,125565,125575,125535,125540
2021-07-06,125560,125590,125520,125560
2021-07-06,125520,125565,125475,125560
2021-07-06,125515,125540,125475,125520
2021-07-06,125585,125585,125490,125515
2021-07-06,125630,125660,125565,125585
2021-07-06,125580,125645,125575,125630
2021-07-06,125605,125620,125565,125575
2021-07-06,125585,125605,125565,125605
2021-07-06,125600,125610,125560,125580
2021-07-06,125630,125635,125590,125605
2021-07-06,125675,125700,125625,125630
2021-07-06,125700,125705,125665,125670
2021-07-06,125685,125715,125680,125695
2021-07-06,125670,125690,125650,125690
2021-07-06,125655,125685,125650,125675
2021-07-06,125640,125675,125630,125655
2021-07-06,125625,125645,125620,125640
2021-07-06,125630,125650,125610,125620
2021-07-06,125605,125635,125590,125635
2021-07-06,125595,125635,125590,125610
2021-07-06,125585,125610,125575,125595
2021-07-06,125605,125620,125555,125585
2021-07-06,125565,125610,125550,125605
2021-07-06,125650,125655,125520,125560
2021-07-06,125650,125660,125630,125650
2021-07-06,125675,125695,125635,125650
2021-07-06,125710,125725,125670,125675
2021-07-06,125665,125720,125665,125710
2021-07-06,125675,125680,125655,125665
2021-07-06,125665,125685,125655,125675
2021-07-06,125670,125695,125650,125660
2021-07-06,125635,125670,125615,125665
2021-07-06,125695,125700,125610,125630
2021-07-06,125685,125705,125665,125700
2021-07-06,125705,125725,125670,125680
2021-07-06,125700,125740,125690,125705
2021-07-06,125690,125710,125665,125700
2021-07-06,125680,125705,125675,125695
2021-07-06,125670,125710,125635,125675
2021-07-06,125595,125675,125580,125670
2021-07-06,125585,125615,125580,125600
2021-07-06,125570,125600,125565,125585
2021-07-06,125545,125590,125525,125570
2021-07-06,125580,125605,125525,125545
2021-07-06,125570,125600,125565,125585
2021-07-06,125585,125600,125550,125570
2021-07-06,125560,125590,125545,125590
2021-07-06,125540,125570,125525,125565
2021-07-06,125540,125575,125520,125545
2021-07-06,125520,125545,125500,125540
2021-07-06,125485,125530,125465,125520
2021-07-06,125455,125510,125430,125480
2021-07-06,125590,125595,125450,125455
2021-07-06,125570,125595,125565,125585
2021-07-06,125585,125600,125570,125575
2021-07-06,125545,125610,125535,125585
2021-07-06,125600,125625,125545,125550
2021-07-06,125610,125625,125595,125600
2021-07-06,125545,125615,125535,125605
2021-07-06,125550,125555,125505,125540
2021-07-06,125575,125585,125520,125550
2021-07-06,125580,125595,125565,125575
2021-07-06,125565,125595,125555,125580
2021-07-06,125575,125595,125550,125565
2021-07-06,125575,125615,125560,125580
2021-07-06,125540,125590,125505,125575
2021-07-06,125465,125550,125455,125535
2021-07-06,125475,125515,125455,125465
2021-07-06,125485,125495,125465,125480
2021-07-06,125495,125500,125455,125480
2021-07-06,125505,125525,125475,125490
2021-07-06,125475,125515,125435,125510
2021-07-06,125455,125490,125440,125475
2021-07-06,125430,125465,125425,125455
2021-07-06,125410,125460,125390,125430
2021-07-06,125370,125415,125370,125405
2021-07-06,125425,125455,125365,125375
2021-07-06,125395,125445,125375,125420
2021-07-06,125425,125430,125370,125400
2021-07-06,125440,125450,125375,125420
2021-07-06,125455,125470,125435,125440
2021-07-06,125425,125485,125415,125460
2021-07-06,125380,125430,125360,125420
2021-07-06,125405,125430,125375,125380
2021-07-06,125340,125420,125335,125400
2021-07-06,125415,125430,125325,125340
2021-07-06,125425,125455,125390,125410
2021-07-06,125395,125425,125360,125425
2021-07-06,125430,125450,125385,125395
2021-07-06,125425,125445,125390,125435
2021-07-06,125395,125450,125380,125425
2021-07-06,125520,125535,125380,125390
2021-07-06,125545,125560,125510,125520
2021-07-06,125545,125575,125540,125540
2021-07-06,125640,125640,125535,125550
2021-07-06,125610,125645,125600,125640
2021-07-06,125620,125650,125580,125610
2021-07-06,125575,125625,125540,125620
2021-07-06,125555,125580,125535,125575
2021-07-06,125535,125565,125510,125555
2021-07-06,125550,125595,125535,125535
2021-07-06,125530,125550,125485,125545
2021-07-06,125500,125560,125475,125525
2021-07-06,125540,125550,125485,125495
2021-07-06,125555,125580,125520,125535
2021-07-06,125515,125570,125510,125550
2021-07-06,125535,125540,125475,125515
2021-07-06,125490,125550,125475,125540
2021-07-06,125520,125535,125485,125495
2021-07-06,125595,125610,125435,125515
2021-07-06,125620,125625,125580,125595
2021-07-06,125560,125635,125525,125615
2021-07-06,125670,125680,125560,125565
2021-07-06,125680,125690,125635,125670
2021-07-06,125635,125685,125620,125675
2021-07-06,125625,125670,125600,125640
2021-07-06,125730,125730,125585,125625
2021-07-06,125745,125765,125705,125730
2021-07-06,125705,125750,125695,125750
2021-07-06,125715,125755,125685,125705
2021-07-06,125815,125815,125680,125715
2021-07-06,125860,125860,125810,125815
2021-07-06,125840,125865,125820,125860
2021-07-06,125845,125865,125805,125840
2021-07-06,125830,125855,125805,125845
2021-07-06,125870,125895,125800,125835
2021-07-06,125940,125945,125830,125865
2021-07-06,125980,125990,125935,125940
2021-07-06,126000,126010,125935,125980
2021-07-06,125975,126010,125965,126005
2021-07-06,125945,125985,125910,125980
2021-07-06,125960,125990,125940,125950
2021-07-06,125930,125965,125900,125960
2021-07-06,125900,125980,125900,125935
2021-07-06,125850,125905,125830,125905
2021-07-06,125790,125850,125780,125845
2021-07-06,125785,125815,125760,125785
2021-07-06,125785,125815,125760,125785
2021-07-06,125795,125815,125775,125780
2021-07-06,125785,125810,125765,125795
2021-07-06,125825,125830,125730,125785
2021-07-06,125865,125865,125815,125825
2021-07-06,125875,125880,125805,125860
2021-07-06,125895,125900,125875,125880
2021-07-06,125875,125905,125870,125895
2021-07-06,125895,125905,125855,125870
2021-07-06,125905,125925,125875,125900
2021-07-06,125895,125915,125870,125900
2021-07-06,125910,125940,125890,125895
2021-07-06,125885,125915,125840,125905
2021-07-06,125890,125925,125850,125880
2021-07-06,125825,125915,125810,125890
2021-07-06,125860,125890,125785,125825
2021-07-06,125905,125930,125850,125860
2021-07-06,125885,125920,125870,125905
2021-07-06,125840,125930,125820,125880
2021-07-06,125855,125860,125800,125835
2021-07-06,125880,125915,125835,125850
2021-07-06,125870,125885,125825,125880
2021-07-06,125885,125890,125800,125870
2021-07-06,125825,125890,125820,125885
2021-07-06,125815,125830,125760,125825
2021-07-06,125825,125835,125790,125815
2021-07-06,125835,125855,125815,125825
2021-07-06,125835,125855,125780,125830
2021-07-06,125810,125860,125805,125835
2021-07-06,125785,125835,125750,125815
2021-07-06,125780,125795,125765,125790
2021-07-06,125785,125810,125760,125780
2021-07-06,125720,125810,125690,125780
2021-07-06,125725,125750,125685,125725
2021-07-06,125650,125745,125650,125725
2021-07-06,125630,125660,125600,125655
2021-07-06,125675,125690,125610,125630
2021-07-06,125685,125690,125630,125670
2021-07-06,125710,125745,125650,125690
2021-07-06,125705,125760,125700,125710
2021-07-06,125625,125725,125615,125710
2021-07-06,125605,125650,125605,125625
2021-07-06,125590,125625,125570,125605
2021-07-06,125610,125615,125565,125595
2021-07-06,125665,125680,125550,125605
2021-07-06,125675,125700,125665,125665
2021-07-06,125650,125675,125635,125675
2021-07-06,125685,125690,125630,125650
2021-07-06,125685,125700,125670,125685
2021-07-06,125680,125695,125655,125685
2021-07-06,125655,125680,125625,125680
2021-07-06,125635,125665,125595,125655
2021-07-06,125620,125635,125575,125635
2021-07-06,125600,125650,125575,125620
2021-07-06,125590,125650,125575,125600
2021-07-06,125615,125620,125560,125595
2021-07-06,125580,125655,125560,125615
2021-07-06,125570,125600,125525,125580
2021-07-06,125620,125630,125555,125565
2021-07-06,125625,125645,125600,125625
2021-07-06,125645,125680,125615,125625
2021-07-06,125630,125665,125615,125640
2021-07-06,125670,125690,125590,125630
2021-07-06,125635,125685,125595,125665
2021-07-06,125620,125655,125590,125630
2021-07-06,125745,125770,125595,125625
2021-07-06,125710,125750,125685,125750
2021-07-06,125675,125715,125655,125710
2021-07-06,125710,125720,125650,125675
2021-07-06,125745,125750,125665,125715
2021-07-06,125765,125775,125720,125740
2021-07-06,125720,125775,125705,125770
2021-07-06,125750,125755,125660,125715
2021-07-06,125790,125790,125740,125750
2021-07-06,125805,125810,125775,125785
2021-07-06,125790,125820,125770,125805
2021-07-06,125780,125800,125745,125790
2021-07-06,125710,125785,125705,125785
2021-07-06,125660,125715,125625,125705
2021-07-06,125725,125730,125625,125655
2021-07-06,125725,125745,125715,125720
2021-07-06,125710,125745,125700,125725
2021-07-06,125760,125775,125670,125705
2021-07-06,125730,125795,125710,125760
2021-07-06,125740,125765,125705,125735
2021-07-06,125730,125750,125720,125745
2021-07-06,125705,125750,125690,125730
2021-07-06,125870,125880,125665,125705
2021-07-06,125820,125900,125815,125870
2021-07-06,125795,125850,125765,125815
2021-07-06,125880,125880,125790,125795
2021-07-06,125845,125885,125820,125880
