Data,Abertura,Máxima,Mínima,Fechamento
2021-07-05,127620,127640,127580,127590
2021-07-05,127610,127630,127590,127615
2021-07-05,127620,127650,127595,127615
2021-07-05,127580,127650,127570,127615
2021-07-05,127545,127580,127545,127580
2021-07-05,127535,127560,127510,127545
2021-07-05,127575,127600,127490,127535
2021-07-05,127685,127690,127545,127575
2021-07-05,127665,127690,127650,127680
2021-07-05,127660,127700,127640,127665
2021-07-05,127660,127675,127625,127660
2021-07-05,127695,127700,127655,127660
2021-07-05,127710,127730,127670,127700
2021-07-05,127655,127730,127650,127710
2021-07-05,127635,127655,127615,127650
2021-07-05,127640,127660,127615,127640
2021-07-05,127655,127675,127615,127640
2021-07-05,127675,127685,127630,127650
2021-07-05,127655,127695,127650,127680
2021-07-05,127640,127660,127615,127655
2021-07-05,127590,127655,127590,127635
2021-07-05,127570,127610,127565,127590
2021-07-05,127530,127575,127525,127570
2021-07-05,127500,127560,127475,127525
2021-07-05,127445,127525,127440,127500
2021-07-05,127430,127450,127420,127445
2021-07-05,127415,127440,127390,127430
2021-07-05,127390,127465,127365,127420
2021-07-05,127480,127495,127355,127390
2021-07-05,127570,127580,127410,127480
2021-07-05,127575,127595,127565,127565
2021-07-05,127570,127595,127550,127575
2021-07-05,127585,127615,127560,127575
2021-07-05,127590,127600,127555,127585
2021-07-05,127580,127615,127575,127595
2021-07-05,127570,127590,127555,127575
2021-07-05,127545,127575,127530,127565
2021-07-05,127590,127595,127530,127540
2021-07-05,127565,127600,127555,127590
2021-07-05,127575,127585,127545,127570
2021-07-05,127550,127590,127540,127575
2021-07-05,127515,127560,127500,127550
2021-07-05,127505,127520,127460,127515
2021-07-05,127510,127530,127475,127505
2021-07-05,127525,127545,127500,127510
2021-07-05,127510,127535,127495,127525
2021-07-05,127480,127520,127450,127510
2021-07-05,127515,127520,127470,127480
2021-07-05,127505,127525,127480,127515
2021-07-05,127445,127510,127425,127505
2021-07-05,127440,127450,127420,127440
2021-07-05,127460,127490,127420,127440
2021-07-05,127400,127500,127395,127465
2021-07-05,127400,127420,127355,127400
2021-07-05,127415,127425,127390,127400
2021-07-05,127390,127430,127365,127415
2021-07-05,127265,127430,127265,127390
2021-07-05,127175,127275,127170,127270
2021-07-05,127165,127190,127155,127180
2021-07-05,127170,127180,127150,127160
2021-07-05,127180,127185,127145,127175
2021-07-05,127185,127220,127160,127180
2021-07-05,127220,127230,127170,127185
2021-07-05,127200,127220,127180,127220
2021-07-05,127215,127225,127190,127200
2021-07-05,127150,127225,127145,127210
2021-07-05,127155,127165,127125,127150
2021-07-05,127115,127170,127100,127150
2021-07-05,127105,127120,127085,127115
2021-07-05,127100,127115,127080,127105
2021-07-05,127085,127120,127050,127095
2021-07-05,127070,127110,127045,127085
2021-07-05,127115,127115,127015,127065
2021-07-05,127170,127205,127105,127110
2021-07-05,127180,127220,127165,127175
2021-07-05,127170,127190,127160,127175
2021-07-05,127170,127195,127145,127170
2021-07-05,127205,127225,127130,127170
2021-07-05,127210,127240,127200,127210
2021-07-05,127245,127245,127190,127210
2021-07-05,127235,127275,127205,127245
2021-07-05,127280,127280,127230,127240
2021-07-05,127270,127295,127245,127280
2021-07-05,127210,127295,127185,127275
2021-07-05,127290,127305,127200,127210
2021-07-05,127280,127305,127270,127285
2021-07-05,127285,127285,127250,127275
2021-07-05,127320,127340,127245,127280
2021-07-05,127305,127330,127305,127320
2021-07-05,127300,127335,127290,127305
2021-07-05,127325,127330,127285,127305
2021-07-05,127330,127340,127315,127325
2021-07-05,127335,127340,127295,127325
2021-07-05,127300,127340,127285,127340
2021-07-05,127275,127380,127270,127305
2021-07-05,127230,127300,127225,127270
2021-07-05,127240,127265,127220,127230
2021-07-05,127325,127330,127240,127240
2021-07-05,127275,127325,127275,127325
2021-07-05,127230,127290,127215,127280
2021-07-05,127225,127245,127200,127235
2021-07-05,127220,127245,127210,127230
2021-07-05,127185,127225,127125,127220
2021-07-05,127210,127230,127175,127180
2021-07-05,127215,127235,127205,127210
2021-07-05,127205,127240,127185,127215
2021-07-05,127190,127220,127155,127200
2021-07-05,127225,127245,127170,127190
2021-07-05,127250,127285,127205,127225
2021-07-05,127310,127315,127245,127255
2021-07-05,127330,127345,127290,127310
2021-07-05,127320,127350,127300,127325
2021-07-05,127320,127340,127285,127325
2021-07-05,127350,127365,127300,127320
2021-07-05,127385,127405,127330,127355
2021-07-05,127370,127395,127360,127385
2021-07-05,127380,127395,127345,127365
2021-07-05,127345,127380,127310,127380
2021-07-05,127370,127385,127330,127345
2021-07-05,127430,127440,127325,127375
2021-07-05,127415,127430,127375,127430
2021-07-05,127420,127445,127405,127410
2021-07-05,127410,127430,127365,127415
2021-07-05,127420,127450,127400,127405
2021-07-05,127395,127425,127365,127420
2021-07-05,127425,127435,127380,127395
2021-07-05,127485,127485,127385,127425
2021-07-05,127565,127580,127460,127480
2021-07-05,127605,127610,127555,127565
2021-07-05,127590,127630,127575,127605
2021-07-05,127625,127635,127565,127595
2021-07-05,127685,127690,127625,127630
2021-07-05,127705,127710,127645,127690
2021-07-05,127675,127735,127670,127705
2021-07-05,127745,127770,127655,127675
2021-07-05,127790,127800,127745,127745
2021-07-05,127810,127835,127760,127790
2021-07-05,127775,127825,127735,127810
2021-07-05,127810,127820,127760,127770
2021-07-05,127775,127845,127770,127800
2021-07-05,127715,127790,127680,127780
2021-07-05,127735,127745,127680,127715
2021-07-05,127775,127790,127670,127735
2021-07-05,127740,127810,127735,127780
2021-07-05,127715,127765,127685,127740
2021-07-05,127585,127735,127545,127715
2021-07-05,127705,127705,127565,127580
2021-07-05,127700,127755,127665,127700
2021-07-05,127675,127710,127665,127700
2021-07-05,127640,127710,127640,127680
2021-07-05,127650,127675,127625,127640
2021-07-05,127690,127705,127625,127645
2021-07-05,127635,127735,127605,127690
2021-07-05,127655,127705,127615,127640
2021-07-05,127730,127745,127630,127655
2021-07-05,127775,127790,127685,127725
2021-07-05,127785,127820,127765,127780
2021-07-05,127840,127855,127750,127785
2021-07-05,127775,127845,127720,127835
2021-07-05,127855,127900,127765,127775
2021-07-05,127875,127915,127825,127850
2021-07-05,127810,127910,127800,127870
2021-07-05,127830,127880,127795,127810
2021-07-05,127810,127860,127785,127835
2021-07-05,127750,127825,127750,127810
2021-07-05,127685,127760,127680,127750
2021-07-05,127805,127810,127685,127685
2021-07-05,127840,127890,127755,127810
2021-07-05,127925,127925,127835,127835
2021-07-05,128040,128040,127910,127925
2021-07-05,128055,128075,128010,128035
2021-07-05,128035,128085,128010,128050
2021-07-05,128140,128150,128000,128035
2021-07-05,128195,128195,128130,128140
2021-07-05,128185,128215,128170,128190
2021-07-05,128165,128200,128155,128185
2021-07-05,128195,128225,128150,128170
2021-07-05,128185,128235,128180,128200
2021-07-05,128165,128185,128145,128185
2021-07-05,128160,128185,128125,128165
2021-07-05,128055,128165,128050,128160
2021-07-05,128040,128060,128025,128055
2021-07-05,128015,128075,128015,128040
2021-07-05,128000,128020,127990,128020
2021-07-05,128005,128020,127965,128005
2021-07-05,128005,128020,128000,128000
2021-07-05,128020,128030,127995,128010
2021-07-05,128005,128025,128000,128020
2021-07-05,128010,128015,127990,128010
2021-07-05,128000,128015,127995,128010
2021-07-05,128035,128050,128000,128000
2021-07-05,128025,128050,128020,128035
2021-07-05,128045,128055,128025,128025
2021-07-05,128070,128075,128040,128040
2021-07-05,128025,128080,128020,128070
2021-07-05,128035,128040,127980,128025
2021-07-05,128060,128065,128020,128035
2021-07-05,128065,128105,128050,128065
2021-07-05,128035,128080,128035,128070
2021-07-05,128065,128075,128030,128040
2021-07-05,128080,128105,128060,128065
2021-07-05,128070,128110,128060,128075
2021-07-05,128065,128080,128015,128070
2021-07-05,128075,128095,128055,128065
2021-07-05,128005,128120,127995,128075
2021-07-05,128020,128025,127950,128005
2021-07-05,128045,128055,127955,128020
2021-07-05,128045,128075,128005,128045
2021-07-05,127970,128055,127965,128045
2021-07-05,127970,128010,127965,127975
2021-07-05,127885,128030,127880,127970
2021-07-05,127905,127915,127865,127885
2021-07-05,127910,127945,127895,127905
2021-07-05,127875,127915,127855,127910
2021-07-05,127855,127880,127840,127880
2021-07-05,127800,127880,127790,127855
2021-07-05,127790,127805,127765,127795
2021-07-05,127795,127815,127755,127790
2021-07-05,127785,127800,127770,127790
2021-07-05,127800,127820,127780,127780
2021-07-05,127785,127810,127770,127800
2021-07-05,127805,127810,127775,127785
2021-07-05,127825,127845,127775,127805
2021-07-05,127880,127905,127815,127820
2021-07-05,127860,127895,127855,127875
2021-07-05,127905,127915,127855,127860
2021-07-05,127905,127950,127850,127910
2021-07-05,127910,127935,127890,127910
2021-07-05,127890,127950,127885,127910
2021-07-05,127870,127920,127860,127890
2021-07-05,127885,127900,127840,127870
2021-07-05,127985,128000,127835,127885
2021-07-05,128000,128040,127905,127975
2021-07-02,128420,128420,128420,128420
2021-07-02,128335,128365,128290,128335
2021-07-02,128340,128355,128280,128340
2021-07-02,128320,128345,128260,128340
2021-07-02,128290,128430,128270,128325
2021-07-02,128205,128355,128180,128290
2021-07-02,128205,128220,128180,128210
2021-07-02,128200,128215,128195,128200
2021-07-02,128210,128215,128185,128195
2021-07-02,128215,128220,128195,128215
2021-07-02,128195,128230,128185,128215
2021-07-02,128200,128210,128190,128200
2021-07-02,128180,128210,128180,128200
2021-07-02,128180,128200,128175,128180
2021-07-02,128185,128190,128165,128180
2021-07-02,128155,128190,128155,128185
2021-07-02,128200,128205,128150,128155
2021-07-02,128185,128205,128180,128195
2021-07-02,128185,128200,128160,128180
2021-07-02,128170,128210,128170,128185
2021-07-02,128170,128175,128140,128170
2021-07-02,128185,128190,128165,128170
2021-07-02,128200,128210,128175,128180
2021-07-02,128215,128215,128190,128200
2021-07-02,128215,128215,128205,128210
2021-07-02,128180,128235,128165,128215
2021-07-02,128170,128190,128170,128180
2021-07-02,128175,128185,128160,128175
2021-07-02,128165,128195,128160,128175
2021-07-02,128135,128175,128135,128160
2021-07-02,128145,128150,128100,128140
2021-07-02,128160,128165,128140,128145
2021-07-02,128180,128185,128150,128160
2021-07-02,128185,128190,128175,128185
2021-07-02,128175,128195,128175,128190
2021-07-02,128170,128200,128165,128175
2021-07-02,128215,128215,128140,128175
2021-07-02,128215,128225,128205,128215
2021-07-02,128210,128225,128200,128210
2021-07-02,128195,128220,128195,128205
2021-07-02,128190,128220,128190,128195
2021-07-02,128230,128235,128180,128195
2021-07-02,128235,128250,128230,128235
2021-07-02,128235,128245,128230,128240
2021-07-02,128255,128260,128225,128235
2021-07-02,128260,128260,128245,128255
2021-07-02,128260,128265,128235,128260
2021-07-02,128240,128260,128225,128260
2021-07-02,128230,128250,128230,128245
2021-07-02,128245,128255,128225,128235
2021-07-02,128210,128290,128205,128245
2021-07-02,128220,128225,128205,128210
2021-07-02,128215,128220,128200,128220
2021-07-02,128230,128230,128200,128220
2021-07-02,128245,128250,128215,128225
2021-07-02,128300,128305,128225,128245
2021-07-02,128265,128310,128260,128300
2021-07-02,128205,128265,128205,128260
2021-07-02,128190,128215,128190,128210
2021-07-02,128210,128215,128185,128190
2021-07-02,128210,128230,128200,128215
2021-07-02,128225,128240,128200,128210
2021-07-02,128240,128245,128200,128230
2021-07-02,128235,128265,128225,128240
2021-07-02,128200,128240,128180,128230
2021-07-02,128190,128220,128185,128200
2021-07-02,128180,128205,128175,128195
2021-07-02,128165,128195,128155,128185
2021-07-02,128140,128180,128135,128165
2021-07-02,128145,128160,128135,128140
2021-07-02,128155,128180,128140,128145
2021-07-02,128170,128185,128150,128155
2021-07-02,128155,128180,128125,128175
2021-07-02,128170,128195,128155,128160
2021-07-02,128185,128200,128145,128165
2021-07-02,128145,128220,128145,128185
2021-07-02,128125,128150,128120,128140
2021-07-02,128155,128155,128125,128125
2021-07-02,128150,128190,128150,128150
2021-07-02,128140,128170,128135,128150
2021-07-02,128140,128155,128115,128145
2021-07-02,128130,128150,128095,128140
2021-07-02,128115,128150,128105,128130
2021-07-02,128095,128130,128070,128110
2021-07-02,128155,128185,128085,128090
2021-07-02,128150,128195,128135,128160
2021-07-02,128140,128180,128120,128150
2021-07-02,128105,128140,128085,128135
2021-07-02,128110,128115,128085,128100
2021-07-02,128105,128120,128090,128115
2021-07-02,128120,128120,128100,128110
2021-07-02,128105,128125,128090,128115
2021-07-02,128110,128130,128085,128100
2021-07-02,128110,128120,128080,128110
2021-07-02,128155,128165,128100,128105
2021-07-02,128140,128175,128115,128160
2021-07-02,128130,128150,128110,128135
2021-07-02,128150,128155,128115,128130
2021-07-02,128170,128195,128145,128155
2021-07-02,128130,128175,128115,128175
2021-07-02,128115,128160,128110,128135
2021-07-02,128105,128140,128095,128110
2021-07-02,128095,128135,128090,128100
2021-07-02,128085,128115,128085,128095
2021-07-02,128080,128095,128070,128090
2021-07-02,128075,128100,128065,128080
2021-07-02,128105,128120,128075,128075
2021-07-02,128070,128105,128050,128100
2021-07-02,128020,128085,128020,128070
2021-07-02,128060,128065,128015,128020
2021-07-02,128075,128110,128055,128060
2021-07-02,128100,128130,128070,128070
2021-07-02,128075,128135,128070,128105
2021-07-02,128135,128165,128065,128075
2021-07-02,128185,128190,128110,128135
2021-07-02,128140,128190,128130,128180
2021-07-02,128150,128175,128110,128145
2021-07-02,128160,128175,128115,128150
2021-07-02,128180,128225,128150,128165
2021-07-02,128205,128205,128170,128180
2021-07-02,128155,128210,128150,128200
2021-07-02,128185,128225,128155,128155
2021-07-02,128175,128220,128165,128185
2021-07-02,128155,128175,128130,128170
2021-07-02,128165,128170,128140,128155
2021-07-02,128190,128200,128135,128170
2021-07-02,128200,128220,128180,128195
2021-07-02,128225,128250,128200,128200
2021-07-02,128195,128270,128195,128225
2021-07-02,128195,128210,128170,128195
2021-07-02,128225,128240,128175,128190
2021-07-02,128220,128240,128205,128230
2021-07-02,128240,128260,128210,128220
2021-07-02,128235,128260,128220,128245
2021-07-02,128195,128240,128190,128235
2021-07-02,128210,128250,128165,128195
2021-07-02,128125,128220,128120,128210
2021-07-02,128155,128155,128115,128125
2021-07-02,128135,128170,128110,128155
2021-07-02,128180,128185,128120,128130
2021-07-02,128185,128235,128175,128180
2021-07-02,128215,128220,128175,128185
2021-07-02,128220,128245,128205,128215
2021-07-02,128255,128265,128205,128220
2021-07-02,128240,128295,128215,128260
2021-07-02,128230,128255,128215,128235
2021-07-02,128225,128260,128205,128230
2021-07-02,128265,128305,128205,128225
2021-07-02,128265,128305,128255,128265
2021-07-02,128255,128330,128255,128265
2021-07-02,128255,128265,128220,128255
2021-07-02,128230,128270,128225,128255
2021-07-02,128240,128240,128215,128230
2021-07-02,128270,128280,128225,128235
2021-07-02,128210,128290,128210,128265
2021-07-02,128215,128260,128200,128210
2021-07-02,128185,128245,128185,128215
2021-07-02,128170,128190,128165,128190
2021-07-02,128160,128180,128155,128170
2021-07-02,128175,128190,128160,128160
2021-07-02,128160,128200,128155,128170
2021-07-02,128150,128185,128145,128155
2021-07-02,128165,128195,128140,128150
2021-07-02,128175,128200,128150,128165
2021-07-02,128110,128175,128105,128175
2021-07-02,128090,128125,128065,128105
2021-07-02,128015,128095,128015,128090
2021-07-02,128045,128060,128010,128015
2021-07-02,128030,128060,128015,128050
2021-07-02,128035,128045,128015,128025
2021-07-02,127980,128045,127980,128035
2021-07-02,127985,127995,127960,127980
2021-07-02,128010,128015,127975,127985
2021-07-02,128015,128050,127995,128010
2021-07-02,128030,128050,128000,128015
2021-07-02,127990,128055,127985,128030
2021-07-02,128015,128025,127975,127985
2021-07-02,127985,128020,127985,128010
2021-07-02,128020,128025,127985,127985
2021-07-02,128025,128040,127990,128020
2021-07-02,128040,128045,128005,128025
2021-07-02,128050,128070,127995,128040
2021-07-02,128010,128050,127985,128045
2021-07-02,128045,128055,127975,128010
2021-07-02,128030,128070,128000,128045
2021-07-02,128000,128055,127990,128035
2021-07-02,127995,128000,127970,127995
2021-07-02,127960,128000,127935,127995
2021-07-02,127960,127980,127950,127955
2021-07-02,128010,128020,127950,127960
2021-07-02,127970,128040,127965,128015
2021-07-02,127960,127985,127935,127970
2021-07-02,127870,127965,127860,127960
2021-07-02,127880,127890,127855,127865
2021-07-02,127875,127885,127855,127875
2021-07-02,127865,127880,127830,127875
2021-07-02,127855,127870,127840,127870
2021-07-02,127865,127880,127840,127860
2021-07-02,127875,127885,127835,127860
2021-07-02,127855,127875,127835,127870
2021-07-02,127815,127860,127810,127860
2021-07-02,127845,127845,127810,127810
2021-07-02,127820,127855,127800,127845
2021-07-02,127885,127890,127815,127820
2021-07-02,127870,127915,127855,127890
2021-07-02,127865,127910,127860,127875
2021-07-02,127850,127890,127825,127865
2021-07-02,127865,127885,127840,127850
2021-07-02,127805,127880,127795,127870
2021-07-02,127795,127820,127775,127805
2021-07-02,127835,127850,127765,127795
2021-07-02,127905,127910,127815,127840
2021-07-02,127885,127925,127880,127900
2021-07-02,127895,127930,127865,127890
2021-07-02,127910,127910,127870,127890
2021-07-02,127860,127910,127860,127910
2021-07-02,127835,127885,127825,127860
2021-07-02,127790,127840,127780,127830
2021-07-02,127750,127800,127750,127790
2021-07-02,127760,127780,127735,127750
2021-07-02,127755,127775,127710,127760
2021-07-02,127790,127805,127750,127755
2021-07-02,127750,127805,127730,127790
2021-07-02,127795,127815,127735,127750
2021-07-02,127770,127805,127755,127800
2021-07-02,127745,127815,127745,127770
2021-07-02,127705,127785,127665,127750
2021-07-02,127700,127745,127675,127705
2021-07-02,127620,127715,127620,127695
2021-07-02,127600,127630,127590,127620
2021-07-02,127585,127655,127575,127605
2021-07-02,127580,127610,127565,127585
2021-07-02,127585,127605,127555,127580
2021-07-02,127570,127620,127565,127590
2021-07-02,127605,127615,127545,127575
2021-07-02,127615,127680,127600,127600
2021-07-02,127635,127665,127595,127615
2021-07-02,127595,127650,127595,127630
2021-07-02,127595,127625,127590,127595
2021-07-02,127600,127620,127590,127600
2021-07-02,127620,127635,127590,127605
2021-07-02,127690,127690,127610,127620
2021-07-02,127760,127765,127680,127685
2021-07-02,127695,127790,127675,127755
2021-07-02,127690,127715,127660,127695
2021-07-02,127620,127695,127615,127695
2021-07-02,127610,127635,127590,127620
2021-07-02,127545,127610,127525,127610
2021-07-02,127590,127595,127540,127545
2021-07-02,127515,127595,127495,127585
2021-07-02,127565,127590,127505,127510
2021-07-02,127570,127580,127540,127565
2021-07-02,127575,127615,127545,127565
2021-07-02,127550,127575,127535,127575
2021-07-02,127500,127570,127490,127545
2021-07-02,127530,127530,127480,127500
2021-07-02,127550,127570,127515,127530
2021-07-02,127545,127570,127530,127550
2021-07-02,127505,127580,127490,127545
2021-07-02,127475,127545,127460,127500
2021-07-02,127515,127520,127455,127475
2021-07-02,127530,127550,127510,127515
2021-07-02,127530,127560,127525,127535
2021-07-02,127550,127555,127530,127535
2021-07-02,127560,127560,127530,127550
2021-07-02,127570,127580,127490,127555
2021-07-02,127585,127605,127565,127570
2021-07-02,127580,127600,127565,127580
2021-07-02,127565,127590,127540,127580
2021-07-02,127570,127585,127550,127560
2021-07-02,127580,127605,127545,127570
2021-07-02,127600,127615,127570,127585
2021-07-02,127585,127605,127565,127600
2021-07-02,127580,127615,127565,127580
2021-07-02,127565,127585,127560,127580
2021-07-02,127595,127595,127560,127570
2021-07-02,127620,127625,127585,127590
2021-07-02,127630,127655,127620,127625
2021-07-02,127665,127670,127625,127625
2021-07-02,127695,127695,127625,127665
2021-07-02,127690,127705,127660,127690
2021-07-02,127695,127705,127680,127685
2021-07-02,127670,127695,127630,127690
2021-07-02,127690,127705,127655,127675
2021-07-02,127675,127700,127675,127690
2021-07-02,127580,127685,127555,127680
2021-07-02,127580,127590,127545,127575
2021-07-02,127610,127620,127555,127580
2021-07-02,127610,127660,127605,127605
2021-07-02,127605,127630,127565,127615
2021-07-02,127650,127655,127595,127600
2021-07-02,127640,127665,127625,127645
2021-07-02,127650,127690,127635,127645
2021-07-02,127630,127660,127625,127650
2021-07-02,127620,127640,127600,127635
2021-07-02,127665,127680,127615,127620
2021-07-02,127650,127680,127640,127670
2021-07-02,127610,127665,127590,127655
2021-07-02,127620,127640,127600,127610
2021-07-02,127605,127625,127580,127625
2021-07-02,127625,127640,127590,127600
2021-07-02,127620,127640,127590,127630
2021-07-02,127645,127665,127610,127625
2021-07-02,127635,127665,127605,127650
2021-07-02,127650,127660,127610,127640
2021-07-02,127620,127650,127595,127650
2021-07-02,127620,127640,127585,127620
2021-07-02,127575,127620,127530,127615
2021-07-02,127615,127625,127565,127580
2021-07-02,127650,127660,127590,127615
2021-07-02,127590,127665,127580,127645
2021-07-02,127660,127665,127585,127590
2021-07-02,127645,127665,127625,127665
2021-07-02,127670,127690,127635,127645
2021-07-02,127615,127685,127595,127670
2021-07-02,127590,127625,127565,127615
2021-07-02,127615,127640,127560,127590
2021-07-02,127655,127660,127615,127615
2021-07-02,127675,127700,127640,127650
2021-07-02,127725,127730,127660,127675
2021-07-02,127735,127760,127700,127720
2021-07-02,127685,127760,127670,127735
2021-07-02,127655,127685,127600,127680
2021-07-02,127635,127675,127625,127655
2021-07-02,127655,127670,127595,127635
2021-07-02,127645,127715,127615,127655
2021-07-02,127630,127695,127625,127645
2021-07-02,127605,127660,127600,127630
2021-07-02,127615,127640,127580,127610
2021-07-02,127595,127625,127540,127610
2021-07-02,127630,127720,127580,127590
2021-07-02,127640,127660,127600,127630
2021-07-02,127515,127665,127505,127645
2021-07-02,127585,127585,127500,127515
2021-07-02,127600,127630,127575,127585
2021-07-02,127535,127620,127510,127595
2021-07-02,127595,127615,127520,127535
2021-07-02,127495,127605,127490,127590
2021-07-02,127450,127515,127435,127495
2021-07-02,127415,127485,127400,127450
2021-07-02,127425,127455,127395,127420
2021-07-02,127475,127485,127420,127425
2021-07-02,127515,127545,127430,127475
2021-07-02,127500,127550,127500,127515
2021-07-02,127465,127535,127455,127505
2021-07-02,127465,127495,127450,127460
2021-07-02,127500,127530,127450,127465
2021-07-02,127520,127550,127475,127505
2021-07-02,127600,127615,127520,127525
2021-07-02,127560,127685,127550,127605
2021-07-02,127550,127600,127500,127560
2021-07-02,127620,127625,127540,127550
2021-07-02,127545,127665,127530,127620
2021-07-02,127525,127550,127495,127540
2021-07-02,127545,127555,127490,127520
2021-07-02,127480,127615,127475,127540
2021-07-02,127445,127480,127430,127480
2021-07-02,127435,127485,127410,127445
2021-07-02,127470,127480,127385,127435
2021-07-02,127445,127480,127405,127470
2021-07-02,127415,127460,127365,127445
2021-07-02,127420,127455,127395,127420
2021-07-02,127405,127475,127400,127420
2021-07-02,127490,127495,127395,127410
2021-07-02,127555,127570,127455,127490
2021-07-02,127525,127620,127470,127560
2021-07-02,127540,127575,127465,127525
2021-07-02,127460,127550,127415,127540
2021-07-02,127345,127490,127340,127455
2021-07-02,127260,127365,127255,127350
2021-07-02,127155,127260,127140,127255
2021-07-02,127150,127165,127110,127155
2021-07-02,127145,127165,127105,127145
2021-07-02,127180,127235,127140,127145
2021-07-02,127110,127205,127105,127185
2021-07-02,127155,127220,127100,127110
2021-07-02,127125,127215,127100,127160
2021-07-02,127150,127180,127100,127125
2021-07-02,127150,127270,127130,127150
2021-07-02,127165,127240,127135,127150
2021-07-02,127140,127200,127115,127170
2021-07-02,127195,127210,127130,127140
2021-07-02,127210,127245,127155,127195
2021-07-02,127300,127345,127200,127210
2021-07-02,127335,127375,127280,127300
2021-07-02,127340,127400,127315,127340
2021-07-02,127295,127360,127295,127340
2021-07-02,127320,127330,127260,127295
2021-07-02,127265,127360,127260,127320
2021-07-02,127220,127275,127195,127270
2021-07-02,127260,127320,127210,127220
2021-07-02,127125,127280,127115,127265
2021-07-02,127160,127175,127110,127125
2021-07-02,127215,127250,127120,127165
2021-07-02,127195,127250,127125,127220
2021-07-02,127150,127250,127145,127195
2021-07-02,127140,127160,127100,127150
2021-07-02,127105,127160,127045,127135
2021-07-02,127010,127145,127000,127105
2021-07-02,126975,127045,126945,127015
2021-07-02,126980,127095,126960,126980
2021-07-02,126760,126995,126760,126975
2021-07-02,126755,126810,126715,126760
2021-07-02,126700,126800,126675,126760
2021-07-02,126660,126790,126650,126700
2021-07-02,126580,126735,126570,126665
2021-07-02,126730,126735,126575,126580
2021-07-02,126845,126850,126675,126730
2021-07-02,126955,126970,126785,126845
2021-07-02,126900,127015,126885,126955
2021-07-02,126920,126960,126770,126895
2021-07-02,126995,127050,126920,126925
2021-07-02,127145,127155,126980,126995
2021-07-02,127210,127220,127105,127145
2021-07-02,127275,127370,127210,127210
2021-07-02,127265,127320,127230,127275
2021-07-02,127325,127335,127240,127265
2021-07-02,127355,127385,127320,127325
2021-07-02,127325,127385,127295,127350
2021-07-02,127260,127325,127260,127320
2021-07-02,127235,127300,127190,127265
2021-07-02,127200,127270,127185,127235
2021-07-02,127165,127210,127085,127195
2021-07-02,127130,127170,127085,127160
2021-07-02,127205,127220,127100,127130
2021-07-02,127150,127220,127125,127205
2021-07-02,127270,127270,127150,127155
2021-07-02,127320,127340,127245,127270
2021-07-02,127250,127375,127245,127320
2021-07-02,127200,127265,127175,127250
2021-07-02,127100,127220,127095,127205
2021-07-02,127095,127130,127035,127105
2021-07-02,126915,127130,126905,127095
2021-07-02,126900,126970,126840,126910
2021-07-02,126960,126975,126885,126895
2021-07-02,127050,127075,126940,126960
2021-07-02,127030,127090,126985,127050
2021-07-02,126985,127050,126920,127025
2021-07-02,126980,127050,126975,126985
2021-07-02,127010,127030,126965,126975
2021-07-02,126810,127050,126800,127005
2021-07-02,126870,126885,126790,126805
2021-07-02,126940,126995,126865,126865
2021-07-02,126915,127005,126880,126940
2021-07-02,126855,126935,126815,126910
2021-07-02,126960,127010,126840,126855
2021-07-02,127030,127030,126955,126965
2021-07-02,127045,127065,127000,127025
2021-07-02,127030,127060,126985,127040
2021-07-02,127030,127075,126980,127030
2021-07-02,127095,127140,127025,127030
2021-07-02,127195,127245,127080,127095
2021-07-02,127195,127210,127155,127200
2021-07-02,127185,127210,127165,127190
2021-07-02,127220,127255,127180,127185
2021-07-02,127190,127265,127180,127215
2021-07-02,127220,127230,127165,127195
2021-07-02,127200,127225,127175,127215
2021-07-02,127185,127240,127155,127200
2021-07-02,127220,127235,127160,127185
2021-07-02,127215,127285,127190,127220
2021-07-02,127260,127290,127195,127210
2021-07-02,127215,127280,127175,127265
2021-07-02,127205,127265,127200,127215
2021-07-02,127155,127220,127155,127205
2021-07-02,127230,127290,127155,127160
2021-07-02,127320,127325,127230,127235
2021-07-02,127285,127355,127275,127315
2021-07-02,127245,127295,127225,127290
2021-07-02,127235,127275,127175,127245
2021-07-02,127250,127300,127220,127230
2021-07-02,127315,127330,127235,127245
2021-07-02,127210,127335,127205,127315
2021-07-02,127220,127295,127200,127210
2021-07-02,127235,127260,127150,127220
2021-07-02,127140,127270,127140,127235
2021-07-02,127125,127225,127120,127140
2021-07-02,127110,127125,127065,127125
2021-07-02,127085,127145,127070,127110
2021-07-02,127090,127115,127035,127080
2021-07-02,127035,127100,127020,127090
2021-07-02,127005,127045,126980,127035
2021-07-02,126995,127025,126960,127005
2021-07-02,127025,127030,126980,126995
2021-07-02,126975,127070,126970,127025
2021-07-02,126950,126990,126930,126975
2021-07-02,126925,126975,126900,126950
2021-07-02,126960,126985,126920,126920
2021-07-02,126930,127005,126915,126965
2021-07-02,127045,127060,126930,126930
2021-07-02,127095,127100,127030,127045
2021-07-02,127080,127140,127075,127095
2021-07-02,127105,127125,127025,127085
2021-07-02,127110,127130,127055,127110
2021-07-02,127075,127150,127070,127110
2021-07-02,127105,127175,127045,127075
2021-07-02,127015,127110,126980,127100
2021-07-02,127065,127140,127010,127020
2021-07-02,126985,127170,126980,127060
2021-07-02,127025,127065,126980,126985
2021-07-02,127075,127175,126935,127025
2021-07-02,126935,127090,126890,127080
