Data,Abertura,Máxima,Mínima,Fechamento,BOP,VOL,Compradores,Vendedores,Saldo
2016-11-10,3839.3659,4058.6394,3836.3947,4042.0007,0.9118,124154920978.088,0,0,0
2016-11-09,3880.3682,3885.1221,3823.9157,3842.9313,-0.6117,82168065499.9663,0,0,0
2016-11-08,3832.8293,3847.091,3784.6961,3788.8557,-0.7048,53366318033.5647,0,0,0
2016-11-07,3834.612,3850.0622,3816.7849,3831.6408,-0.0893,47772403238.9651,0,0,0
2016-11-04,3895.2242,3908.8916,3853.0333,3873.2374,-0.3936,64192511861.1899,0,0,0
2016-11-03,3886.3106,3892.253,3858.9757,3879.1798,-0.2143,57974283550.1136,0,0,0
2016-11-01,3817.9733,3901.1665,3810.8425,3878.5855,0.6711,71269460910.8667,0,0,0
2016-10-31,3831.6408,3835.2062,3792.4212,3822.133,-0.2222,67125464429.2751,0,0,0
2016-10-28,3796.1709,3845.9233,3788.9778,3843.5256,0.8316,83710961610.8994,0,0,0
2016-10-27,3770.995,3808.7589,3753.0122,3807.56,0.6559,66130926615.4036,0,0,0
2016-10-26,3751.2139,3785.3812,3738.6259,3767.3984,0.3462,69278286060.7631,0,0,0
2016-10-25,3748.8162,3766.799,3725.4385,3741.0236,-0.1884,65096153125.3838,0,0,0
2016-10-24,3779.387,3785.9807,3741.6231,3752.4127,-0.6081,48899710933.1872,0,0,0
2016-10-21,3784.7818,3808.1594,3778.1881,3784.1824,-0.02,56221076582.9749,0,0,0
2016-10-20,3811.1566,3811.1566,3768.5973,3776.3898,-0.8169,63646997699.0985,0,0,0
2016-10-19,3828.54,3844.7245,3805.1623,3808.7589,-0.5,48406974962.3582,0,0,0
2016-10-18,3839.9291,3842.9262,3818.3497,3829.7388,-0.4146,39721084880.1572,0,0,0
2016-10-17,3848.9205,3871.0993,3837.5314,3851.3182,0.0714,37904566448.121,0,0,0
2016-10-14,3824.344,3861.5084,3811.756,3854.3153,0.6024,60399238015.0596,0,0,0
2016-10-13,3865.105,3877.693,3826.7417,3828.54,-0.7176,51920904311.6635,0,0,0
2016-10-11,3867.5027,3889.0821,3850.7188,3852.517,-0.3906,56899099921.4935,0,0,0
2016-10-10,3874.0964,3886.6844,3857.3125,3863.3067,-0.3673,33392470732.8621,0,0,0
2016-10-07,3905.866,3908.8632,3850.1193,3885.4855,-0.3469,67399060975.4708,0,0,0
2016-10-06,3896.2752,3915.4569,3885.4855,3893.2781,-0.1,49321548961.5259,0,0,0
2016-10-05,3920.2523,3926.846,3886.085,3890.2809,-0.7353,50961123629.4961,0,0,0
2016-10-04,3880.6901,3939.434,3874.0964,3938.2351,0.8807,65690804746.1787,0,0,0
2016-10-03,3918.454,3928.6443,3865.105,3881.2895,-0.5849,54340142351.604,0,0,0
2016-09-30,3923.8489,3944.2294,3906.4655,3934.0391,0.2698,64946860447.2399,0,0,0
2016-09-29,3897.0794,3955.1365,3889.2175,3941.8317,0.6789,69835978798.324,0,0,0
2016-09-28,3913.408,3937.5984,3886.7985,3889.8223,-0.4643,66863409681.8448,0,0,0
2016-09-27,3903.7318,3929.7365,3895.8699,3913.408,0.2857,69487364965.7022,0,0,0
2016-09-26,3936.9936,3941.8317,3904.9413,3924.2937,-0.3443,46159065621.6109,0,0,0
2016-09-23,3889.2175,3939.4127,3880.1461,3930.946,0.7041,50996296589.2505,0,0,0
2016-09-22,3873.4937,3914.0127,3857.1652,3903.7318,0.5319,57875690429.6829,0,0,0
2016-09-21,3928.527,3940.6222,3886.1937,3886.1937,-0.7778,56868414052.4356,0,0,0
2016-09-20,3961.1841,3972.6745,3937.5984,3950.9031,-0.2931,47588927285.4333,0,0,0
2016-09-19,3961.1841,3980.5364,3949.6936,3973.8841,0.4118,50980630862.152,0,0,0
2016-09-16,4024.0792,4033.7554,3962.9984,3964.2079,-0.8462,67998607146.9303,0,0,0
2016-09-15,4053.1077,4092.4172,4002.9126,4015.6126,-0.4189,78008649833.008,0,0,0
2016-09-14,4017.4268,4072.4601,4010.1697,4063.9934,0.7476,75516201143.5832,0,0,0
2016-09-13,3971.465,4053.1077,3967.2317,4027.7078,0.6549,77142599828.3163,0,0,0
2016-09-12,4011.984,4027.7078,3943.646,3947.2746,-0.7698,69703478279.305,0,0,0
2016-09-09,3930.946,3997.4697,3928.527,3979.3269,0.7018,65976903154.9292,0,0,0
2016-09-08,3888.008,3920.6651,3857.1652,3907.9651,0.3143,70142699329.5084,0,0,0
2016-09-06,3990.2126,4000.4935,3891.6366,3895.8699,-0.8667,63893544874.8108,0,0,0
2016-09-05,3965.4174,4004.7269,3958.765,4001.0983,0.7763,24139453082.6163,0,0,0
2016-09-02,3963.6031,3987.1888,3930.946,3972.0698,0.1505,53938527450.4059,0,0,0
2016-09-01,3927.3175,3979.9317,3927.3175,3974.4888,0.8966,51258062035.3674,0,0,0
2016-08-31,3940.6222,3975.6983,3926.1079,3935.1794,-0.1098,72321565567.8706,0,0,0
2016-08-30,3949.0142,3983.7938,3930.7091,3957.5566,0.1609,57288601673.0385,0,0,0
2016-08-29,4002.7091,4019.1836,3944.1329,3944.1329,-0.7805,42354258561.6399,0,0,0
2016-08-26,3949.0142,4005.1498,3897.1498,3991.726,0.3955,71916873912.4263,0,0,0
2016-08-25,3941.6922,3963.0481,3931.9295,3956.3362,0.4706,37200281689.6782,0,0,0
2016-08-24,3981.9633,3981.9633,3936.2007,3945.3532,-0.8,44912065021.1226,0,0,0
2016-08-23,3905.6922,3961.8278,3898.3702,3956.3362,0.7981,51740515685.1722,0,0,0
2016-08-22,3938.0312,3951.4549,3914.8447,3920.9464,-0.4667,36554988117.851,0,0,0
2016-08-19,3975.8616,3981.9633,3923.3871,3927.6583,-0.8229,47090431744.3353,0,0,0
2016-08-18,3925.8278,3978.3023,3920.9464,3969.1498,0.7553,50893532985.7326,0,0,0
2016-08-17,3936.8108,3966.0989,3920.9464,3928.2685,-0.1892,56721139070.8437,0,0,0
2016-08-16,3885.5566,3930.7091,3870.3024,3923.9973,0.6364,48675037761.5977,0,0,0
2016-08-15,3901.421,3914.2346,3874.5736,3909.9634,0.2154,34259631665.7826,0,0,0
2016-08-12,3869.6922,3920.9464,3862.9804,3920.3363,0.8737,51579467051.3465,0,0,0
2016-08-11,3867.8617,3873.9634,3842.8448,3861.1499,-0.2157,41071468219.346,0,0,0
2016-08-10,3833.0821,3864.2007,3825.7601,3842.8448,0.254,46609449624.405,0,0,0
2016-08-09,3897.76,3902.6414,3845.2855,3868.4719,-0.5106,46076097486.6372,0,0,0
2016-08-08,3891.6583,3923.3871,3886.777,3905.6922,0.3833,41975399096.1528,0,0,0
2016-08-05,3925.8278,3936.8108,3889.8278,3894.099,-0.6753,58768470156.3192,0,0,0
2016-08-04,3985.0142,3987.4549,3930.099,3930.099,-0.9574,50875474422.013,0,0,0
2016-08-03,4024.065,4055.7938,3988.065,3988.6752,-0.5225,53742742646.0652,0,0,0
2016-08-02,4035.6582,4035.6582,3991.1159,4014.3023,-0.4795,46619172058.3254,0,0,0
2016-08-01,4001.4887,4038.0989,4001.4887,4024.6752,0.6333,36016589576.8111,0,0,0
2016-07-29,4039.3192,4054.5735,3981.9633,3997.8277,-0.5714,67313146895.3011,0,0,0
2016-07-28,4035.4355,4069.3467,4025.5704,4057.0153,0.493,57426081979.0735,0,0,0
2016-07-27,4045.9171,4068.1136,4024.3373,4028.0367,-0.4085,48763036313.1537,0,0,0
2016-07-26,4065.6473,4068.1136,4035.4355,4045.3006,-0.6226,45919653497.0467,0,0,0
2016-07-25,4033.5858,4072.4295,4021.871,4065.6473,0.6341,35780793464.6422,0,0,0
2016-07-22,4052.0828,4074.2792,4022.4876,4024.9538,-0.5238,41081095029.3382,0,0,0
2016-07-21,4015.0887,4066.8804,4010.7728,4048.3834,0.5934,49491761786.2898,0,0,0
2016-07-20,4024.3373,4038.5183,4007.6899,4029.8864,0.18,42059947089.7039,0,0,0
2016-07-19,4045.3006,4066.2639,4021.2544,4021.2544,-0.5342,47132023969.3038,0,0,0
2016-07-18,4038.5183,4054.5491,4020.6378,4028.0367,-0.3091,33033058361.286,0,0,0
2016-07-15,4039.7514,4069.3467,4016.9384,4065.6473,0.4941,45733914826.1132,0,0,0
2016-07-14,4020.6378,4040.9846,3986.7266,4028.0367,0.1364,47778478658.7818,0,0,0
2016-07-13,4093.3928,4102.0248,4046.5337,4047.1503,-0.8333,55580276260.4896,0,0,0
2016-07-12,4081.0615,4094.0094,4050.2331,4087.2272,0.1408,54633835436.7227,0,0,0
2016-07-11,4106.3408,4118.6721,4085.3775,4106.9573,0.0185,40809598206.2863,0,0,0
2016-07-08,4131.62,4149.5005,4075.5124,4092.1597,-0.5333,66894833442.8009,0,0,0
2016-07-07,4149.5005,4185.878,4122.9881,4182.1786,0.5196,49786332113.3826,0,0,0
2016-07-06,4121.1384,4153.8165,4116.2058,4137.1691,0.4262,60300165056.4646,0,0,0
2016-07-05,4095.8591,4108.807,4073.0461,4105.7242,0.2759,50286692508.9616,0,0,0
2016-07-04,4024.3373,4066.2639,4020.6378,4066.2639,0.9189,24265870529.6748,0,0,0
2016-07-01,4023.7207,4037.2852,3972.5456,4025.5704,0.0286,78525836156.958,0,0,0
2016-06-30,4028.6532,4034.8189,3956.5148,3995.9751,-0.4173,94831150675.8293,0,0,0
2016-06-29,4053.653,4072.279,4000.2583,4005.2252,-0.6724,78989770845.9379,0,0,0
2016-06-28,4172.2389,4177.2059,4102.0808,4103.9434,-0.9091,82286621469.1417,0,0,0
2016-06-27,4221.9085,4247.9849,4195.2111,4218.1832,-0.0706,60434015065.5012,0,0,0
2016-06-24,4277.7867,4292.0666,4170.3763,4197.0737,-0.6633,71951714107.5086,0,0,0
2016-06-23,4167.272,4198.9363,4153.6129,4153.6129,-0.3014,49778246759.2723,0,0,0
2016-06-22,4238.051,4243.6389,4192.1067,4205.145,-0.6386,59394165222.5323,0,0,0
2016-06-21,4211.9745,4253.5728,4178.4476,4251.7102,0.5289,61068995684.4593,0,0,0
2016-06-20,4221.9085,4242.3971,4203.2824,4227.4963,0.1429,48574432892.8922,0,0,0
2016-06-17,4305.1049,4313.797,4255.4354,4255.4354,-0.8511,70096773181.6443,0,0,0
2016-06-16,4341.7361,4375.8839,4316.2805,4319.3849,-0.375,56998631891.5746,0,0,0
2016-06-15,4326.2144,4364.7083,4296.4127,4333.044,0.1,67809069193.0632,0,0,0
2016-06-14,4377.1257,4385.8178,4313.1762,4341.1153,-0.4957,59580746878.7359,0,0,0
2016-06-13,4267.2319,4354.1535,4264.1275,4342.357,0.8345,46730858027.5356,0,0,0
2016-06-10,4272.1988,4306.3466,4261.6441,4269.7154,-0.0556,49941684285.865,0,0,0
2016-06-09,4215.6998,4255.4354,4201.4198,4251.0893,0.6552,55481058827.3096,0,0,0
2016-06-08,4258.5397,4266.611,4199.5572,4204.5241,-0.8056,66181294260.1323,0,0,0
2016-06-07,4357.2579,4395.7517,4303.8631,4303.8631,-0.5811,60444592684.6056,0,0,0
2016-06-06,4412.5152,4416.8613,4362.2248,4368.4335,-0.8068,44856611431.8856,0,0,0
2016-06-03,4503.7829,4504.4038,4411.8943,4413.7569,-0.9732,55635396899.451,0,0,0
2016-06-02,4510.6125,4524.2716,4482.6734,4500.0577,-0.2537,47137924196.1134,0,0,0
2016-06-01,4526.7551,4555.315,4493.2282,4517.442,-0.15,56763291228.4015,0,0,0
2016-05-31,4464.6682,4558.4194,4455.3552,4523.6507,0.5723,77375932370.7193,0,0,0
2016-05-30,4519.6793,4529.698,4470.8382,4475.2214,-0.7553,39089051019.357,0,0,0
2016-05-27,4506.5297,4547.2307,4502.7727,4515.9223,0.2113,37872875459.3836,0,0,0
2016-05-25,4460.1933,4539.7166,4452.0531,4491.5017,0.3571,70353858899.826,0,0,0
2016-05-24,4471.4643,4503.3989,4443.2868,4478.9784,0.125,54588872159.5057,0,0,0
2016-05-23,4467.0812,4504.6512,4448.2961,4483.3615,0.2889,54688114560.516,0,0,0
2016-05-20,4467.7073,4470.212,4415.7354,4420.1186,-0.8736,48474332329.4662,0,0,0
2016-05-19,4489.6232,4545.9783,4470.8382,4479.6045,-0.1333,68834818680.3911,0,0,0
2016-05-18,4440.7821,4485.8662,4423.8756,4485.8662,0.7273,65189156843.4442,0,0,0
2016-05-17,4389.4364,4435.1466,4378.1653,4392.5672,0.0549,52594703756.6508,0,0,0
2016-05-16,4437.0251,4447.0438,4396.9504,4404.4644,-0.65,32093018004.3042,0,0,0
2016-05-13,4389.4364,4447.67,4366.2682,4447.67,0.7154,54849794220.4154,0,0,0
2016-05-12,4329.9504,4414.4831,4326.8196,4389.4364,0.6786,62272444132.1382,0,0,0
2016-05-11,4385.6794,4387.5579,4334.3336,4351.2401,-0.6471,54185639499.7751,0,0,0
2016-05-10,4420.7448,4423.2494,4364.3896,4381.2962,-0.6702,54439348295.3408,0,0,0
2016-05-09,4406.9691,4633.6418,4403.8382,4433.2681,0.1144,70404119824.6763,0,0,0
2016-05-06,4483.3615,4507.7821,4408.2214,4414.4831,-0.6918,62854400113.4432,0,0,0
2016-05-05,4446.4176,4482.7354,4428.8849,4465.8288,0.3605,46598508766.4458,0,0,0
2016-05-04,4506.5297,4510.2867,4453.9316,4476.4737,-0.5333,62959497559.1965,0,0,0
2016-05-03,4477.0999,4522.1839,4457.0625,4491.5017,0.2212,64782557592.4724,0,0,0
2016-05-02,4370.6513,4433.2681,4364.3896,4424.5018,0.7818,70827919279.2762,0,0,0
2016-04-29,4415.1092,4421.9971,4336.2121,4343.0999,-0.8394,75115108887.2758,0,0,0
2016-04-28,4448.637,4453.6916,4401.8824,4410.7279,-0.7317,61403156580.3907,0,0,0
2016-04-27,4454.3234,4498.5507,4441.687,4461.2734,0.1222,75637729924.463,0,0,0
2016-04-26,4483.3871,4489.0734,4451.7961,4466.9598,-0.4407,48833224352.3866,0,0,0
2016-04-25,4499.1825,4519.4007,4481.4916,4505.5007,0.1667,43290888878.3593,0,0,0
2016-04-22,4504.2371,4559.2053,4502.3416,4525.7189,0.3778,42093122266.4055,0,0,0
2016-04-20,4482.1234,4519.4007,4465.6961,4472.0143,-0.1882,57808201505.3212,0,0,0
2016-04-19,4539.6189,4545.3053,4466.9598,4475.8052,-0.8145,60529690931.7443,0,0,0
2016-04-18,4401.8824,4592.0599,4401.2506,4584.4781,0.957,82436835873.5303,0,0,0
2016-04-15,4414.5188,4516.8735,4403.1461,4481.4916,0.5889,106933858506.477,0,0,0
2016-04-14,4467.5916,4484.0189,4385.4551,4424.6279,-0.4359,108530648146.386,0,0,0
2016-04-13,4454.3234,4525.7189,4408.8324,4443.5825,-0.0919,130640928557.524,0,0,0
2016-04-12,4442.9506,4526.3507,4420.2052,4437.8961,-0.0476,97081977978.1494,0,0,0
2016-04-11,4556.0462,4561.7326,4431.5779,4436.6325,-0.9175,79386998241.34,0,0,0
2016-04-08,4649.5554,4668.51,4561.7326,4568.0508,-0.7633,63757658851.7739,0,0,0
2016-04-07,4662.8236,4732.3237,4641.3418,4696.9419,0.375,71767376733.7245,0,0,0
2016-04-06,4709.5782,4719.6873,4626.1781,4637.5509,-0.7703,64218759036.4089,0,0,0
2016-04-05,4641.9736,4692.5191,4616.069,4686.2009,0.5785,70196946263.2747,0,0,0
2016-04-04,4547.8326,4619.2281,4513.7144,4611.0145,0.5988,52219626047.6784,0,0,0
2016-04-01,4580.6872,4609.7508,4500.4462,4528.878,-0.474,70311549180.4657,0,0,0
2016-03-31,4608.4872,4621.7554,4497.9189,4576.2644,-0.2602,97868757249.5214,0,0,0
2016-03-30,4617.4534,4626.3258,4561.684,4577.5276,-0.6176,68783992892.9294,0,0,0
2016-03-29,4623.7909,4663.0829,4606.6798,4614.9185,-0.1573,85200706064.7299,0,0,0
2016-03-28,4652.3093,4661.8155,4594.6387,4604.1448,-0.717,54664269319.386,0,0,0
2016-03-24,4704.2763,4723.9223,4666.8854,4666.8854,-0.6556,55324443163.9097,0,0,0
2016-03-23,4587.0338,4680.8278,4578.7951,4680.194,0.913,65945365043.893,0,0,0
2016-03-22,4631.3958,4637.7332,4540.1367,4546.4742,-0.8701,54029656875.7044,0,0,0
2016-03-21,4607.3135,4635.1982,4572.4577,4595.2724,-0.1919,44936837796.0684,0,0,0
2016-03-18,4645.3381,4670.0541,4539.503,4607.3135,-0.2913,70957535640.6372,0,0,0
2016-03-17,4642.8032,4689.7002,4581.9638,4609.8485,-0.3059,82744789625.9928,0,0,0
2016-03-16,4818.9838,4901.3704,4747.3708,4761.9469,-0.3704,95061960590.3225,0,0,0
2016-03-15,4734.0622,4812.0126,4677.659,4801.239,0.5,86126909995.227,0,0,0
2016-03-14,4580.6963,4664.9842,4560.4165,4664.9842,0.8061,62611110099.3365,0,0,0
2016-03-11,4594.6387,4670.6879,4549.0092,4569.2889,-0.2083,71019383786.5863,0,0,0
2016-03-10,4677.0253,4724.556,4595.9062,4608.581,-0.532,85452435417.0616,0,0,0
2016-03-09,4774.6218,4778.4242,4690.3339,4690.3339,-0.9568,68126374301.2494,0,0,0
2016-03-08,4835.4611,4846.2347,4756.8769,4789.1979,-0.5177,71170401320.9987,0,0,0
2016-03-07,4799.3377,4841.1648,4764.4819,4819.6175,0.2645,59397001723.9035,0,0,0
2016-03-04,4702.375,4821.5188,4666.2517,4803.7739,0.6531,115033372055.258,0,0,0
2016-03-03,4955.8723,4959.6748,4824.6875,4850.6709,-0.7793,88635256457.8807,0,0,0
2016-03-02,5024.3166,5034.4565,4962.2098,4975.5184,-0.6754,65749222010.4339,0,0,0
2016-03-01,5109.8719,5133.3204,5015.4442,5017.9792,-0.7796,85104260352.9718,0,0,0
2016-02-29,5095.9296,5142.1929,5050.9338,5139.6579,0.4792,102912034477.428,0,0,0
2016-02-26,5058.1158,5136.7195,5024.885,5108.6011,0.4514,90378536510.6446,0,0,0
2016-02-25,5038.3051,5072.814,5017.2163,5061.3111,0.4138,78257751095.4578,0,0,0
2016-02-24,5093.2638,5130.3289,5051.0862,5054.9205,-0.4839,74220064828.8468,0,0,0
2016-02-23,5054.9205,5097.0981,5043.4175,5065.7844,0.2024,58976205925.0307,0,0,0
2016-02-22,5116.9088,5128.4118,5037.027,5052.3643,-0.7063,61543866347.7013,0,0,0
2016-02-19,5182.7314,5212.767,5145.0272,5157.8083,-0.3679,49917723181.6948,0,0,0
2016-02-18,5095.1809,5198.7078,5093.2638,5173.7846,0.7455,70102714612.5828,0,0,0
2016-02-17,5208.9326,5215.9622,5088.7904,5109.8792,-0.7789,75768951714.4589,0,0,0
2016-02-16,5125.2165,5233.2167,5119.465,5227.4652,0.8989,63463726756.2783,0,0,0
2016-02-15,5107.323,5139.9148,5105.4058,5129.6899,0.6481,25030770519.1773,0,0,0
2016-02-12,5123.2993,5143.7491,5091.9857,5139.2757,0.3086,59030713880.619,0,0,0
2016-02-11,5062.5892,5156.5302,5057.4767,5140.5538,0.7871,72818901700.5491,0,0,0
2016-02-10,4984.6245,5076.0093,4984.6245,5053.6424,0.7552,46502227589.9026,0,0,0
2016-02-05,5003.7962,5053.6424,4965.4529,5022.9678,0.2174,65922989872.4571,0,0,0
2016-02-04,4985.9026,5025.524,4947.5594,5007.6305,0.2787,78996637198.4958,0,0,0
2016-02-03,5137.9976,5141.8319,5011.4648,5015.2991,-0.9412,75209755638.0118,0,0,0
2016-02-02,5132.8852,5176.3409,5114.3526,5137.3585,0.0722,69749860583.2038,0,0,0
2016-02-01,5186.5657,5189.1219,5086.8732,5107.962,-0.7688,76277558517.0607,0,0,0
2016-01-29,5224.909,5276.6724,5145.0272,5157.1692,-0.5146,103653314394.903,0,0,0
2016-01-28,5253.7265,5305.8264,5191.3353,5244.7216,-0.0787,98120615031.7892,0,0,0
2016-01-27,5219.6365,5293.6054,5188.7625,5287.8166,0.6503,77250464038.0752,0,0,0
2016-01-26,5298.7511,5310.9721,5214.4908,5220.9229,-0.8067,69459232335.2509,0,0,0
2016-01-22,5332.1979,5332.1979,5276.882,5282.0277,-0.907,63133977693.7312,0,0,0
2016-01-21,5350.851,5382.3682,5319.977,5366.9312,0.2577,87564279018.3228,0,0,0
2016-01-20,5274.3092,5328.9819,5251.1537,5290.3894,0.2066,71677944008.1038,0,0,0
2016-01-19,5171.3958,5247.2944,5163.6773,5247.2944,0.9077,55779003849.2043,0,0,0
2016-01-18,5209.9883,5235.7167,5186.1896,5215.134,0.1039,25703620542.9687,0,0,0
2016-01-15,5216.4204,5250.5105,5197.1242,5229.9278,0.253,61650508450.3712,0,0,0
2016-01-14,5199.0538,5222.2093,5155.3156,5166.8934,-0.4808,55991657241.4196,0,0,0
2016-01-13,5177.8279,5203.5562,5133.4465,5190.6921,0.1835,69017067250.6785,0,0,0
2016-01-12,5228.6414,5253.0833,5199.0538,5212.5612,-0.2976,54472504273.4165,0,0,0
2016-01-11,5207.4155,5263.3746,5180.4007,5255.6561,0.5814,48789768355.3694,0,0,0
2016-01-08,5209.9883,5252.4401,5188.1192,5211.2747,0.02,58268022709.4599,0,0,0
2016-01-07,5261.445,5278.8116,5215.7772,5244.0784,-0.2755,57383248211.9275,0,0,0
2016-01-06,5255.0129,5260.8018,5191.9785,5226.0685,-0.4206,61448985136.9304,0,0,0
2016-01-05,5258.229,5262.7314,5174.6119,5202.2698,-0.635,58527127006.8932,0,0,0
2016-01-04,5194.5513,5279.4548,5182.9736,5240.2191,0.4733,58246265733.8704,0,0,0
2015-12-30,5004.1616,5229.9278,4997.7295,5144.3811,0.6039,78221095669.9706,0,0,0
2015-12-29,5025.3741,5064.3809,4996.119,5026.6743,0.019,57050313913.1551,0,0,0
2015-12-28,5156.6969,5160.5976,5021.4734,5027.3244,-0.9299,60987795616.9281,0,0,0
2015-12-23,5197.004,5206.1055,5133.2929,5139.794,-0.7857,56575773817.4697,0,0,0
2015-12-22,5211.3064,5236.0107,5177.5006,5198.9543,-0.2111,60349388343.4686,0,0,0
2015-12-21,5199.6044,5269.8166,5168.399,5231.46,0.3141,78731463089.8295,0,0,0
2015-12-18,5115.7398,5198.9543,5061.1303,5198.3042,0.5991,84343388718.4894,0,0,0
2015-12-17,5087.785,5113.1394,5037.7263,5061.1303,-0.3534,74709686553.9589,0,0,0
2015-12-16,5116.3899,5178.8008,5063.7308,5068.2816,-0.4181,86074730345.0642,0,0,0
2015-12-15,5055.9294,5108.5886,5029.9249,5057.8798,0.0248,59097107828.9568,0,0,0
2015-12-14,5055.2793,5128.7421,5042.277,5072.1822,0.1955,67847212832.1217,0,0,0
2015-12-11,5018.873,5083.2342,5003.2703,5063.0807,0.5528,67376799004.1523,0,0,0
2015-12-10,4903.1528,4988.9678,4900.5524,4988.9678,0.9706,64630552781.8233,0,0,0
2015-12-09,4934.3583,4955.812,4862.8458,4902.5027,-0.3427,76625112964.9236,0,0,0
2015-12-08,4939.5592,5001.97,4905.7533,4966.8639,0.2838,64046124072.3021,0,0,0
2015-12-07,4948.0106,4950.6111,4886.9,4937.6088,-0.1633,54797509434.2315,0,0,0
2015-12-04,4940.8594,4966.2138,4882.3492,4922.0061,-0.2248,61019235410.5115,0,0,0
2015-12-03,4979.8662,5031.8752,4896.6517,4932.4079,-0.351,82552250275.9595,0,0,0
2015-12-02,5070.882,5083.8843,5014.9723,5031.8752,-0.566,65426095377.1295,0,0,0
2015-12-01,5057.2296,5121.5908,5020.1732,5061.7804,0.0449,74247886399.2369,0,0,0
2015-11-30,5122.8911,5154.0965,5031.8752,5046.1777,-0.6277,22452619319.8599,0,0,0
2015-11-27,4930.1194,5048.1276,4875.7045,5048.1276,0.6844,74584795446.1436,0,0,0
2015-11-26,4924.219,4946.5094,4899.9618,4915.0406,-0.1972,28177782896.4757,0,0,0
2015-11-25,4919.6298,4995.6795,4897.3394,4914.385,-0.0533,85466623308.3778,0,0,0
2015-11-24,4899.9618,4917.0074,4848.8249,4855.3809,-0.6538,67325874285.2257,0,0,0
2015-11-23,4889.4721,4915.6962,4869.8041,4906.5178,0.3714,55158135245.2119,0,0,0
2015-11-19,4928.8082,4947.8206,4886.1941,4891.4389,-0.6064,67713721468.3741,0,0,0
2015-11-18,5012.7251,5017.9699,4953.721,4956.3434,-0.8776,51501199837.0313,0,0,0
2015-11-17,5022.5591,5036.9824,4987.1567,5021.2479,-0.0263,46765618224.3414,0,0,0
2015-11-16,5065.1732,5086.808,5023.8703,5032.3932,-0.5208,41437562462.4745,0,0,0
2015-11-13,4989.1235,5074.3516,4973.3891,5073.696,0.8377,61527676239.8999,0,0,0
2015-11-12,4945.8538,5045.5052,4934.053,4975.3559,0.2647,62121489650.768,0,0,0
2015-11-11,4946.5094,4995.6795,4889.4721,4962.8995,0.1543,61755465129.7929,0,0,0
2015-11-10,5015.3475,5044.194,4926.8414,4943.2314,-0.6145,58470677031.3026,0,0,0
2015-11-09,4986.5011,5021.9035,4976.0115,5011.4139,0.5429,51092033362.1457,0,0,0
2015-11-06,5006.1691,5073.0404,4955.6878,4982.5675,-0.2011,72290009743.0376,0,0,0
2015-11-05,5027.1483,5040.916,4975.3559,4995.6795,-0.48,68756984559.9452,0,0,0
2015-11-04,4987.1567,5044.194,4953.0654,5021.2479,0.3741,73798599401.0355,0,0,0
2015-11-03,5086.1524,5100.5757,4949.7874,4983.8787,-0.6783,83245501587.5002,0,0,0
2015-10-30,5067.7956,5147.7789,5061.2396,5103.1981,0.4091,70285847170.509,0,0,0
2015-10-29,5179.9798,5233.5453,5090.0427,5094.6719,-0.5945,82756890158.8233,0,0,0
2015-10-28,5135.6726,5211.061,5103.9301,5170.0603,0.321,72889654171.4925,0,0,0
2015-10-27,5200.4802,5207.0932,5146.9147,5153.5277,-0.7802,63985320290.3004,0,0,0
2015-10-26,5124.4305,5199.8189,5069.5424,5179.9798,0.4264,62119950035.7509,0,0,0
2015-10-23,5187.2542,5209.7384,5126.4144,5146.2534,-0.4921,72469413048.1075,0,0,0
2015-10-22,5211.7223,5258.6748,5179.9798,5184.6089,-0.3445,75602075122.6619,0,0,0
2015-10-21,5230.2388,5261.9813,5200.4802,5230.2388,0.0,63809076452.8294,0,0,0
2015-10-20,5158.1569,5200.4802,5109.8818,5187.9155,0.3285,68637552560.9618,0,0,0
2015-10-19,5156.8343,5215.6901,5131.7048,5165.4312,0.1024,57539317942.076,0,0,0
2015-10-16,5121.7852,5256.6909,5066.2359,5207.7545,0.4514,71937072082.3664,0,0,0
2015-10-15,5035.1547,5156.173,5027.8803,5061.6067,0.2062,79238061017.6704,0,0,0
2015-10-14,5158.1569,5181.3024,5066.8972,5075.4941,-0.7225,67878391699.0837,0,0,0
2015-10-13,5092.0266,5191.8833,5045.0742,5183.2863,0.6216,71756565689.5525,0,0,0
2015-10-09,5017.9608,5053.6711,4961.0888,5017.9608,0.0,79978855336.2245,0,0,0
2015-10-08,5205.1093,5208.4158,5035.1547,5043.7516,-0.9313,70026084411.1491,0,0,0
2015-10-07,5118.4787,5189.8994,5050.3646,5179.3185,0.436,75779688781.4305,0,0,0
2015-10-06,5244.1261,5257.3522,5103.2688,5140.963,-0.6695,67883286525.4232,0,0,0
2015-10-05,5233.5453,5271.9008,5189.2381,5220.3193,-0.16,55821690261.5267,0,0,0
2015-10-02,5321.4985,5399.5321,5244.1261,5257.3522,-0.4128,66455117017.234,0,0,0
2015-10-01,5265.9491,5369.1122,5258.0135,5353.241,0.7857,78572458077.4913,0,0,0
2015-09-30,5343.3215,5386.3061,5243.4648,5281.8204,-0.4306,122815085613.699,0,0,0
2015-09-29,5471.3324,5556.8847,5367.0657,5435.9085,-0.1866,108614234967.444,0,0,0
2015-09-28,5351.0246,5520.7923,5328.9682,5520.7923,0.885,78331218505.1879,0,0,0
2015-09-25,5233.3903,5367.0657,5199.9715,5326.9631,0.56,91119250330.664,0,0,0
