Time (CAT);Open;High;Low;Close;Volume 
21/02/2013 00:00:00;1.5233;1.52727;1.513;1.52536;179806.07
22/02/2013 00:00:00;1.52535;1.53195;1.51604;1.51605;145598.98
25/02/2013 00:00:00;1.50763;1.5199;1.50714;1.51619;204432.07
26/02/2013 00:00:00;1.51615;1.52185;1.51123;1.51229;211966.82
27/02/2013 00:00:00;1.51228;1.51879;1.50801;1.51569;199530.68
28/02/2013 00:00:00;1.5157;1.52211;1.5148;1.51629;173030.56
01/03/2013 00:00:00;1.51629;1.51852;1.49853;1.50358;160143.41
04/03/2013 00:00:00;1.50417;1.51168;1.49993;1.51142;124080.97
05/03/2013 00:00:00;1.51145;1.51984;1.50938;1.51253;146891
06/03/2013 00:00:00;1.51253;1.51548;1.50156;1.50171;132352.2
07/03/2013 00:00:00;1.50168;1.50822;1.49658;1.50127;175391.37
08/03/2013 00:00:00;1.50129;1.50468;1.48853;1.49222;149168.98
10/03/2013 23:00:00;1.49153;1.49429;1.48657;1.49135;112636.59
11/03/2013 23:00:00;1.49134;1.49186;1.48287;1.49013;138407.4
12/03/2013 23:00:00;1.49013;1.49812;1.48921;1.49215;148531.1
13/03/2013 23:00:00;1.49215;1.51183;1.4911;1.50818;167855.14
14/03/2013 23:00:00;1.50818;1.51762;1.50683;1.51129;170459.56
17/03/2013 23:00:00;1.51179;1.51437;1.5071;1.5105;176244.33
18/03/2013 23:00:00;1.5105;1.51441;1.50729;1.50982;171638.25
19/03/2013 23:00:00;1.50981;1.51858;1.50265;1.50969;187954.32
20/03/2013 23:00:00;1.50969;1.52089;1.50878;1.51702;171720.61
21/03/2013 23:00:00;1.51702;1.52474;1.51646;1.52283;155840.86
24/03/2013 23:00:00;1.52291;1.52599;1.51431;1.51719;168989.66
