Time (CAT);Open;High;Low;Close;Volume 
25/03/2013 23:00:00;1.51713;1.5207;1.51347;1.51587;136384.42
26/03/2013 23:00:00;1.51586;1.5181;1.50923;1.51298;138118
27/03/2013 23:00:00;1.51302;1.52004;1.51115;1.51911;143991.16
28/03/2013 23:00:00;1.51927;1.5219;1.51771;1.51958;72354.08
31/03/2013 23:00:00;1.51873;1.52414;1.51776;1.52308;60908.35
01/04/2013 23:00:00;1.52305;1.52583;1.50983;1.51027;132169.17
02/04/2013 23:00:00;1.51026;1.5158;1.5075;1.5129;122197.41
03/04/2013 23:00:00;1.51288;1.52453;1.50332;1.52313;159991.53
04/04/2013 23:00:00;1.52313;1.5363;1.5199;1.53347;144406.32
07/04/2013 23:00:00;1.53078;1.53502;1.52397;1.52556;125729.21
08/04/2013 23:00:00;1.5256;1.53413;1.52499;1.53215;138003.91
09/04/2013 23:00:00;1.53214;1.5343;1.52927;1.53302;125194.06
10/04/2013 23:00:00;1.53307;1.54113;1.53181;1.53848;144881.07
11/04/2013 23:00:00;1.53847;1.54094;1.53374;1.53421;133318.52
14/04/2013 23:00:00;1.53391;1.53847;1.52698;1.52825;156651.77
15/04/2013 23:00:00;1.52825;1.53788;1.52724;1.53626;174451.89
16/04/2013 23:00:00;1.53627;1.53719;1.5216;1.52385;177275.89
17/04/2013 23:00:00;1.52407;1.53124;1.52176;1.52773;164565.47
18/04/2013 23:00:00;1.52772;1.53675;1.52239;1.52288;150637.94
21/04/2013 23:00:00;1.52317;1.52923;1.52032;1.52917;129306.41
22/04/2013 23:00:00;1.5291;1.52973;1.51963;1.52374;145133.13
23/04/2013 23:00:00;1.52374;1.52871;1.52265;1.52657;119724.56
24/04/2013 23:00:00;1.52657;1.54797;1.52637;1.54336;140641.29
25/04/2013 23:00:00;1.54343;1.54984;1.54185;1.54746;120320.63
28/04/2013 23:00:00;1.5487;1.55457;1.54746;1.5499;104837.97
29/04/2013 23:00:00;1.54989;1.55673;1.54675;1.55317;113219.55
30/04/2013 23:00:00;1.55323;1.56051;1.55259;1.55544;107224.41
01/05/2013 23:00:00;1.55535;1.55904;1.54963;1.55321;134928.33
02/05/2013 23:00:00;1.55325;1.56014;1.54802;1.55723;125819.21
05/05/2013 23:00:00;1.55614;1.55976;1.55205;1.55408;73864.18
06/05/2013 23:00:00;1.55396;1.55518;1.54461;1.54831;100364.06
07/05/2013 23:00:00;1.54822;1.55911;1.54703;1.55328;117413.81
08/05/2013 23:00:00;1.55341;1.55875;1.54256;1.54488;145831.62
09/05/2013 23:00:00;1.54488;1.54571;1.53138;1.53635;158890.67
12/05/2013 23:00:00;1.53556;1.53845;1.52774;1.52986;145540.02
13/05/2013 23:00:00;1.52983;1.53306;1.52068;1.52081;162845.3
14/05/2013 23:00:00;1.52083;1.5272;1.5173;1.5232;172123.9
15/05/2013 23:00:00;1.52323;1.53219;1.5197;1.52674;153220.24
16/05/2013 23:00:00;1.52674;1.52846;1.51576;1.51666;157809.92
19/05/2013 23:00:00;1.51871;1.52808;1.51656;1.52545;128532.22
20/05/2013 23:00:00;1.5256;1.52761;1.51124;1.51537;160880.46
21/05/2013 23:00:00;1.51537;1.51733;1.50194;1.50479;183076.77
22/05/2013 23:00:00;1.50482;1.51281;1.50133;1.5107;178683.92
23/05/2013 23:00:00;1.51073;1.51424;1.50636;1.5125;137672.19
26/05/2013 23:00:00;1.51318;1.5156;1.50866;1.50997;62105.81
27/05/2013 23:00:00;1.50997;1.51345;1.5026;1.50378;134792.6
28/05/2013 23:00:00;1.50375;1.51454;1.50077;1.51302;150174.11
29/05/2013 23:00:00;1.51307;1.52366;1.51105;1.52312;161207.45
30/05/2013 23:00:00;1.52303;1.52394;1.514;1.51977;157970.22
02/06/2013 23:00:00;1.52023;1.53754;1.51911;1.5321;144321.32
03/06/2013 23:00:00;1.53205;1.53424;1.5273;1.53118;135143.99
04/06/2013 23:00:00;1.53118;1.54085;1.52909;1.54044;163275.74
05/06/2013 23:00:00;1.54046;1.56837;1.53809;1.55983;171335.27
06/06/2013 23:00:00;1.55983;1.56175;1.54881;1.55544;183172.58
09/06/2013 23:00:00;1.55219;1.5586;1.54942;1.55716;144475.57
10/06/2013 23:00:00;1.55716;1.56525;1.55203;1.56439;181337.64
11/06/2013 23:00:00;1.56439;1.56996;1.5633;1.56792;149472.26
12/06/2013 23:00:00;1.56781;1.57373;1.56443;1.57177;157328.68
13/06/2013 23:00:00;1.57173;1.57246;1.56161;1.57067;142148.4
16/06/2013 23:00:00;1.57248;1.57515;1.56805;1.57187;81841.44
17/06/2013 23:00:00;1.57213;1.57232;1.5565;1.56406;89802.16
18/06/2013 23:00:00;1.56406;1.56771;1.54493;1.54818;94650.5
19/06/2013 23:00:00;1.54818;1.55164;1.54142;1.55072;131440.38
20/06/2013 23:00:00;1.55059;1.553;1.5368;1.5419;114549.73
23/06/2013 23:00:00;1.53716;1.54649;1.5343;1.54344;114972.75
24/06/2013 23:00:00;1.54346;1.54772;1.53972;1.54211;106310.51
25/06/2013 23:00:00;1.54207;1.54401;1.52972;1.53126;101911.28
26/06/2013 23:00:00;1.53116;1.53458;1.52015;1.52588;94701.79
27/06/2013 23:00:00;1.52591;1.52788;1.51654;1.52105;98326.28
30/06/2013 23:00:00;1.5201;1.52487;1.5183;1.52176;71949.79
01/07/2013 23:00:00;1.52174;1.5238;1.51362;1.51551;79407.76
02/07/2013 23:00:00;1.51546;1.53042;1.51295;1.52786;94082.62
03/07/2013 23:00:00;1.52781;1.52868;1.5055;1.50709;93577.58
04/07/2013 23:00:00;1.50709;1.50782;1.4857;1.4886;111616.8
07/07/2013 23:00:00;1.48754;1.49659;1.48582;1.495;75789.67
08/07/2013 23:00:00;1.495;1.49807;1.4813;1.48658;101352.7
09/07/2013 23:00:00;1.48663;1.50168;1.4845;1.50125;108456.86
10/07/2013 23:00:00;1.50138;1.52219;1.49957;1.51835;152267.61
11/07/2013 23:00:00;1.51817;1.51883;1.50761;1.51094;90176.14
14/07/2013 23:00:00;1.51192;1.51275;1.50276;1.50995;85962.28
15/07/2013 23:00:00;1.50992;1.51688;1.50444;1.51596;102470.17
16/07/2013 23:00:00;1.51596;1.52676;1.50791;1.52119;118763.42
17/07/2013 23:00:00;1.52118;1.52416;1.51574;1.52249;99284.95
18/07/2013 23:00:00;1.52249;1.52816;1.51965;1.52669;88445.63
21/07/2013 23:00:00;1.52702;1.53842;1.52576;1.53581;156041.96
22/07/2013 23:00:00;1.53599;1.53916;1.5326;1.53679;166048.41
23/07/2013 23:00:00;1.53681;1.53895;1.52889;1.53123;176504.68
24/07/2013 23:00:00;1.5312;1.54344;1.52631;1.5388;186447.5
25/07/2013 23:00:00;1.53884;1.54165;1.53558;1.53818;163246
28/07/2013 23:00:00;1.53808;1.54133;1.53283;1.53378;82178.47
29/07/2013 23:00:00;1.5337;1.53536;1.52238;1.52358;84409.03
30/07/2013 23:00:00;1.5236;1.5254;1.5126;1.52054;105607.86
31/07/2013 23:00:00;1.52056;1.52425;1.511;1.51192;108453.48
01/08/2013 23:00:00;1.51198;1.53086;1.5102;1.52943;108233.13
04/08/2013 23:00:00;1.52918;1.53783;1.52591;1.53538;87938.66
05/08/2013 23:00:00;1.53538;1.53921;1.53316;1.53471;85094.03
06/08/2013 23:00:00;1.53479;1.55311;1.52047;1.54872;114059.52
07/08/2013 23:00:00;1.54872;1.55741;1.54847;1.55381;90822.86
08/08/2013 23:00:00;1.55387;1.55587;1.54971;1.54978;75711.15
11/08/2013 23:00:00;1.54901;1.55219;1.54588;1.54613;71335.65
12/08/2013 23:00:00;1.54598;1.5512;1.5427;1.54463;97724.75
13/08/2013 23:00:00;1.54463;1.55466;1.54221;1.54996;103064.33
14/08/2013 23:00:00;1.55002;1.56519;1.54957;1.56377;123597.42
15/08/2013 23:00:00;1.56382;1.56565;1.56074;1.56263;95473.01
18/08/2013 23:00:00;1.56189;1.56728;1.56095;1.56467;87348.14
19/08/2013 23:00:00;1.56472;1.56953;1.56284;1.56654;96444.37
20/08/2013 23:00:00;1.56656;1.57171;1.56374;1.56605;102971.46
21/08/2013 23:00:00;1.56604;1.56671;1.55629;1.55876;97863.78
22/08/2013 23:00:00;1.55877;1.56375;1.55389;1.55667;99199.24
25/08/2013 23:00:00;1.55627;1.56115;1.55565;1.55749;57237.49
26/08/2013 23:00:00;1.55743;1.55921;1.54818;1.55456;93423.4
27/08/2013 23:00:00;1.55456;1.55523;1.54288;1.55252;101354.05
28/08/2013 23:00:00;1.55259;1.55481;1.5482;1.55035;88223.79
29/08/2013 23:00:00;1.55023;1.55275;1.54623;1.55038;80242.03
01/09/2013 23:00:00;1.55333;1.55934;1.55053;1.55422;70567.2
02/09/2013 23:00:00;1.5543;1.56021;1.55215;1.55573;87258.77
03/09/2013 23:00:00;1.55561;1.56474;1.55533;1.56254;83098.12
04/09/2013 23:00:00;1.56243;1.56667;1.5572;1.55895;93580.57
05/09/2013 23:00:00;1.55883;1.56807;1.5563;1.56272;82194.27
08/09/2013 23:00:00;1.56138;1.57326;1.5613;1.56946;64318.01
09/09/2013 23:00:00;1.56958;1.57441;1.56853;1.57328;69364.52
10/09/2013 23:00:00;1.57324;1.58287;1.57184;1.58158;89649.85
11/09/2013 23:00:00;1.58176;1.58393;1.57748;1.58058;81295.41
12/09/2013 23:00:00;1.58043;1.58844;1.57755;1.58721;76378.29
15/09/2013 23:00:00;1.5934;1.59628;1.58945;1.5896;71907.43
16/09/2013 23:00:00;1.5896;1.5936;1.5885;1.59026;76385.37
17/09/2013 23:00:00;1.59031;1.61631;1.58918;1.61434;110405.52
18/09/2013 23:00:00;1.61435;1.61504;1.60228;1.60305;107687.5
19/09/2013 23:00:00;1.60304;1.60664;1.59862;1.60027;84526.83
22/09/2013 23:00:00;1.60029;1.60724;1.59922;1.60422;72824.89
23/09/2013 23:00:00;1.60422;1.6045;1.59555;1.60028;71782.76
24/09/2013 23:00:00;1.60022;1.60878;1.59793;1.60799;76338.12
25/09/2013 23:00:00;1.60799;1.60959;1.59993;1.60404;76502.73
26/09/2013 23:00:00;1.60404;1.61468;1.60294;1.61359;77974.76
29/09/2013 23:00:00;1.61409;1.62026;1.61281;1.61843;88463.87
30/09/2013 23:00:00;1.61846;1.626;1.6182;1.61948;95518.97
01/10/2013 23:00:00;1.61948;1.62503;1.61621;1.62215;94808.95
02/10/2013 23:00:00;1.62221;1.62408;1.61545;1.61557;84701.41
03/10/2013 23:00:00;1.6156;1.61774;1.60055;1.6006;77928.08
06/10/2013 23:00:00;1.60219;1.61;1.60137;1.60943;68284.9
07/10/2013 23:00:00;1.60944;1.61243;1.60196;1.60825;79113.2
08/10/2013 23:00:00;1.60824;1.61212;1.5916;1.59525;100705.35
09/10/2013 23:00:00;1.59526;1.59788;1.59139;1.59668;85925.15
10/10/2013 23:00:00;1.59669;1.60013;1.59236;1.59485;71525.78
13/10/2013 23:00:00;1.5969;1.6018;1.59542;1.5981;57743.21
14/10/2013 23:00:00;1.5981;1.60089;1.59149;1.59965;91900.75
15/10/2013 23:00:00;1.59965;1.60571;1.5894;1.59487;94463.27
16/10/2013 23:00:00;1.59493;1.6172;1.59399;1.6164;124726.94
17/10/2013 23:00:00;1.61638;1.6225;1.61417;1.6164;72910.15
20/10/2013 23:00:00;1.6173;1.61805;1.6132;1.61461;56742.18
21/10/2013 23:00:00;1.61462;1.62477;1.61157;1.62346;73798.96
22/10/2013 23:00:00;1.62346;1.62565;1.61196;1.61625;91808.57
23/10/2013 23:00:00;1.61626;1.62229;1.61376;1.62005;101084.32
24/10/2013 23:00:00;1.62005;1.62467;1.61502;1.61621;92502.45
27/10/2013 23:00:00;1.61619;1.6208;1.61244;1.61405;73909.35
28/10/2013 23:00:00;1.61405;1.6144;1.60225;1.60459;98859
29/10/2013 23:00:00;1.60461;1.6078;1.59984;1.60385;107707.77
30/10/2013 23:00:00;1.60385;1.60683;1.60056;1.60355;113868.58
31/10/2013 23:00:00;1.60355;1.60463;1.59087;1.59215;95269.22
04/11/2013 00:00:00;1.59223;1.59779;1.59033;1.59676;70771.1
05/11/2013 00:00:00;1.59676;1.60626;1.59483;1.60447;95819.91
06/11/2013 00:00:00;1.60447;1.61177;1.60417;1.60787;86910.97
07/11/2013 00:00:00;1.60787;1.61139;1.60092;1.60966;121036.36
08/11/2013 00:00:00;1.60966;1.61049;1.59571;1.60178;104418.68
11/11/2013 00:00:00;1.5998;1.60216;1.5965;1.59884;72502.55
12/11/2013 00:00:00;1.59884;1.59918;1.5854;1.59038;98590.8
13/11/2013 00:00:00;1.59037;1.60661;1.58781;1.6056;105817.88
14/11/2013 00:00:00;1.60556;1.61011;1.59882;1.60649;116117.53
15/11/2013 00:00:00;1.60649;1.61342;1.6048;1.61159;89421.74
18/11/2013 00:00:00;1.61216;1.61485;1.60814;1.61087;83771.31
19/11/2013 00:00:00;1.61087;1.61321;1.6059;1.6119;102002.26
20/11/2013 00:00:00;1.61191;1.6178;1.60873;1.6104;120809.3
21/11/2013 00:00:00;1.61028;1.62002;1.60722;1.61985;118808.01
22/11/2013 00:00:00;1.61986;1.62259;1.61761;1.62243;97133.79
25/11/2013 00:00:00;1.6224;1.624;1.61329;1.61542;89902.56
26/11/2013 00:00:00;1.61543;1.62191;1.61385;1.62145;85476.59
27/11/2013 00:00:00;1.62144;1.63305;1.61975;1.62864;104087.34
28/11/2013 00:00:00;1.62864;1.63574;1.62767;1.63414;80500.07
29/11/2013 00:00:00;1.63415;1.63841;1.63136;1.63622;104777.2
02/12/2013 00:00:00;1.6369;1.64418;1.63428;1.63551;109564.82
03/12/2013 00:00:00;1.63552;1.64365;1.6346;1.639;96535.39
04/12/2013 00:00:00;1.639;1.64036;1.6327;1.63828;123859.31
05/12/2013 00:00:00;1.63829;1.64034;1.63;1.63349;120939.94
06/12/2013 00:00:00;1.63333;1.63928;1.62921;1.63461;107939.62
09/12/2013 00:00:00;1.63466;1.64323;1.63226;1.64287;77917.22
10/12/2013 00:00:00;1.64287;1.64657;1.64189;1.64451;80339.22
11/12/2013 00:00:00;1.64448;1.64573;1.63392;1.63743;83151.8
12/12/2013 00:00:00;1.63723;1.6418;1.63207;1.63494;84158.95
13/12/2013 00:00:00;1.63496;1.63597;1.62625;1.6296;80266.5
16/12/2013 00:00:00;1.62863;1.63486;1.62863;1.62968;79005.42
